,Unnamed: 0,vintage,country,county,designation,points,price,province,title,variety,winery
16995,17257,2013,US,Sta. Rita Hills,Courtney's Vineyard,89,40.0,California,Bright Angel WInes 2013 Courtney's Vineyard Chardonnay (Sta. Rita Hills),Chardonnay,Bright Angel WInes
16996,17258,2013,France,Sancerre,,92,40.0,Loire Valley,Roger et Didier Raimbault 2013 Sancerre,Pinot Noir,Roger et Didier Raimbault
16997,17259,2013,US,Willamette Valley,Celebrate,85,22.0,Oregon,Kramer 2013 Celebrate Pinot Gris,Pinot Gris,Kramer
16998,17260,2013,Portugal,,Trincadeira Preta,89,22.0,Tejo,Casa Cadaval 2013 Trincadeira Preta Trincadeira (Tejo),Trincadeira,Casa Cadaval
16999,17261,2013,US,Lodi,,86,14.0,California,Old Soul 2013 Chardonnay (Lodi),Chardonnay,Old Soul
17000,17262,2013,US,Ancient Lakes,Evergreen Vineyard,93,20.0,Washington,Efeste 2013 Evergreen Vineyard Riesling (Ancient Lakes),Riesling,Efeste
17001,17263,2013,Spain,Jumilla,,87,9.0,Levante,Comoloco 2013 Monastrell (Jumilla),Monastrell,Comoloco
17002,17264,2013,New Zealand,,,86,17.0,Wairau Valley,Grove Mill 2013 Pinot Noir (Wairau Valley),Pinot Noir,Grove Mill
17003,17265,2013,US,Carneros,Bacchus Collection Terraces Estate,85,60.0,California,Bouchaine 2013 Bacchus Collection Terraces Estate Pinot Noir (Carneros),Pinot Noir,Bouchaine
17004,17266,2013,France,Touraine,Les Grenettes,88,,Loire Valley,Domaine Beausejour 2013 Les Grenettes Sauvignon Blanc (Touraine),Sauvignon Blanc,Domaine Beausejour
17005,17268,2013,US,Paso Robles,Fifteen 10 Red Derby Vineyard,93,32.0,California,Derby 2013 Fifteen 10 Red Derby Vineyard Red (Paso Robles),Rhone-style Red Blend,Derby
17006,17269,2013,US,Paso Robles,Mossfire Ranch,87,,California,Force of Nature 2013 Mossfire Ranch Zinfandel (Paso Robles),Zinfandel,Force of Nature
17007,17270,2013,US,Santa Ynez Valley,Camp 4 Vineyard,92,22.0,California,Kita 2013 Camp 4 Vineyard Grenache Blanc (Santa Ynez Valley),Grenache Blanc,Kita
17008,17271,2013,US,Dundee Hills,Dry,85,19.0,Oregon,Winter's Hill 2013 Dry Rose (Dundee Hills),Rose,Winter's Hill
17009,17272,2013,France,Alsace,Brand Grand Cru,94,24.0,Alsace,Charles Sparr 2013 Brand Grand Cru Pinot Gris (Alsace),Pinot Gris,Charles Sparr
17010,17273,2013,US,Carneros-Napa Valley,Reserve,88,65.0,California,Robert Mondavi 2013 Reserve Pinot Noir (Carneros-Napa Valley),Pinot Noir,Robert Mondavi
17011,17274,2013,US,North Fork of Long Island,Reserve,88,20.0,New York,Osprey's Dominion 2013 Reserve Pinot Gris (North Fork of Long Island),Pinot Gris,Osprey's Dominion
17012,17275,2013,US,Russian River Valley,Banfield Vineyards,94,60.0,California,Arista 2013 Banfield Vineyards Chardonnay (Russian River Valley),Chardonnay,Arista
17013,17276,2013,Italy,Barolo,,89,,Piedmont,Pelassa 2013 Barolo,Nebbiolo,Pelassa
17014,17277,2013,Austria,,Grande Reserve,89,50.0,Wagram,Anton Bauer 2013 Grande Reserve Gruner Veltliner (Wagram),Gruner Veltliner,Anton Bauer
17015,17278,2013,US,Temecula Valley,Rainbow Gap Vineyard,90,35.0,California,Lorenzi Estate 2013 Rainbow Gap Vineyard Grenache (Temecula Valley),Grenache,Lorenzi Estate
17016,17279,2013,Italy,Irpinia,Faius,87,27.0,Southern Italy,I Capitani 2013 Faius White (Irpinia),White Blend,I Capitani
17017,17280,2013,France,Margaux,Alter Ego de Chateau Palmer,92,,Bordeaux,Chateau Palmer 2013 Alter Ego de Chateau Palmer (Margaux),Bordeaux-style Red Blend,Chateau Palmer
17018,17281,2013,US,Oregon,,86,28.0,Oregon,Spangler 2013 Sangiovese (Oregon),Sangiovese,Spangler
17019,17282,2013,US,Columbia Valley (WA),Grand Estates,88,12.0,Washington,Columbia Crest 2013 Grand Estates Red (Columbia Valley (WA)),Red Blend,Columbia Crest
17020,17283,2013,US,Santa Ynez Valley,Super Tuscan,91,49.0,California,Jamie Slone Wines 2013 Super Tuscan Red (Santa Ynez Valley),Red Blend,Jamie Slone Wines
17021,17284,2013,Argentina,Tupungato,Made With Organically Grown Grapes,84,12.0,Mendoza Province,Domaine Jean Bousquet 2013 Made With Organically Grown Grapes Cabernet Sauvignon (Tupungato),Cabernet Sauvignon,Domaine Jean Bousquet
17022,17285,2013,US,Yakima Valley,,87,12.0,Washington,Lone Birch 2013 Chardonnay (Yakima Valley),Chardonnay,Lone Birch
17023,17286,2013,US,Finger Lakes,Reserve,90,25.0,New York,Dr. Konstantin Frank 2013 Reserve Riesling (Finger Lakes),Riesling,Dr. Konstantin Frank
17024,17287,2013,US,Santa Cruz Mountains,Rattlesnake Rock,91,55.0,California,Big Basin 2013 Rattlesnake Rock Syrah (Santa Cruz Mountains),Syrah,Big Basin
17025,17288,2013,France,Cotes de Provence Sainte-Victoire,Zaello,86,20.0,Provence,Domaine Terre de Mistral 2013 Zaello Red (Cotes de Provence Sainte-Victoire),Red Blend,Domaine Terre de Mistral
17026,17289,2013,Austria,,Burggarten Reserve,92,40.0,Niederosterreich,R&A; Pfaffl 2013 Burggarten Reserve Zweigelt (Niederosterreich),Zweigelt,R&A; Pfaffl
17027,17290,2013,Italy,Gavi,Monterotondo del Comune di Gavi,88,45.0,Piedmont,Villa Sparina 2013 Monterotondo del Comune di Gavi (Gavi),Cortese,Villa Sparina
17028,17291,2013,US,Temecula Valley,,89,40.0,California,Robert Renzoni 2013 Montepulciano (Temecula Valley),Montepulciano,Robert Renzoni
17029,17292,2013,US,Yakima Valley,,88,24.0,Washington,Animale 2013 Petite Sirah (Yakima Valley),Petite Sirah,Animale
17030,17293,2013,Chile,,Reserva de Familia,90,20.0,Maipo Valley,Santa Carolina 2013 Reserva de Familia Cabernet Sauvignon (Maipo Valley),Cabernet Sauvignon,Santa Carolina
17031,17294,2013,US,Happy Canyon of Santa Barbara,Bosphorus,85,28.0,California,Sevtap 2013 Bosphorus Sauvignon Blanc (Happy Canyon of Santa Barbara),Sauvignon Blanc,Sevtap
17032,17295,2013,Chile,,Reserva,84,13.0,Casablanca Valley,Casas del Bosque 2013 Reserva Chardonnay (Casablanca Valley),Chardonnay,Casas del Bosque
17033,17296,2013,US,Dry Creek Valley,Andolsen Vineyard,91,42.0,California,Sbragia 2013 Andolsen Vineyard Cabernet Sauvignon (Dry Creek Valley),Cabernet Sauvignon,Sbragia
17034,17297,2013,US,Santa Maria Valley,Solomon Hills VIneyard,92,48.0,California,Rusack 2013 Solomon Hills VIneyard Pinot Noir (Santa Maria Valley),Pinot Noir,Rusack
17035,17298,2013,Italy,Barolo,Gabutti,87,49.0,Piedmont,Sordo 2013 Gabutti (Barolo),Nebbiolo,Sordo
17036,17299,2013,Portugal,,Reserva,88,18.0,Douro,Quinta da Rede 2013 Reserva White (Douro),Portuguese White,Quinta da Rede
17037,17300,2013,Spain,Rioja,Vendimia Seleccionada,90,22.0,Northern Spain,Solar de Castro 2013 Vendimia Seleccionada (Rioja),Tempranillo,Solar de Castro
17038,17301,2013,Australia,South Australia,,87,9.0,South Australia,Oxford Landing 2013 Shiraz (South Australia),Shiraz,Oxford Landing
17039,17302,2013,Italy,Barolo,Prapo,96,130.0,Piedmont,Ceretto 2013 Prapo (Barolo),Nebbiolo,Ceretto
17040,17303,2013,US,Hudson River Region,,88,26.0,New York,Tousey 2013 Pinot Noir (Hudson River Region),Pinot Noir,Tousey
17041,17304,2013,US,Columbia Valley (WA),Plunder,89,15.0,Washington,Ded.Reckoning 2013 Plunder Cabernet Sauvignon (Columbia Valley (WA)),Cabernet Sauvignon,Ded.Reckoning
17042,17305,2013,US,North Fork of Long Island,East End,88,17.0,New York,Jamesport 2013 East End Cabernet Franc (North Fork of Long Island),Cabernet Franc,Jamesport
17043,17306,2013,Italy,Chianti Classico,Riserva di Fizzano Single Vineyard Gran Selezione,91,38.0,Tuscany,Rocca delle MacAe 2013 Riserva di Fizzano Single Vineyard Gran Selezione (Chianti Classico),Red Blend,Rocca delle MacAe
17044,17307,2013,US,Napa Valley,Estate,87,36.0,California,Buehler 2013 Estate Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Buehler
17045,17308,2013,France,Pessac-Leognan,La Clarte de Haut-Brion,93,107.0,Bordeaux,Domaine Clarence Dillon 2013 La Clarte de Haut-Brion (Pessac-Leognan),Bordeaux-style White Blend,Domaine Clarence Dillon
17046,17309,2013,US,Mendocino County,Old Vine,91,19.0,California,Graziano 2013 Old Vine Carignane (Mendocino County),Carignane,Graziano
17047,17310,2013,Italy,Dogliani Superiore,Siri d'Jermu,90,35.0,Piedmont,Pecchenino 2013 Siri d'Jermu (Dogliani Superiore),Dolcetto,Pecchenino
17048,17311,2013,Portugal,,,86,,Tejo,Casaleiro 2013 Red (Tejo),Portuguese Red,Casaleiro
17049,17312,2013,US,Columbia Valley (WA),,88,14.0,Washington,Skyfall 2013 Merlot (Columbia Valley (WA)),Merlot,Skyfall
17050,17313,2013,US,Napa Valley,,92,65.0,California,Ilaria 2013 Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Ilaria
17051,17314,2013,US,Russian River Valley,Gamba Estate Vineyard Old Vine,86,45.0,California,Gamba 2013 Gamba Estate Vineyard Old Vine Zinfandel (Russian River Valley),Zinfandel,Gamba
17052,17315,2013,Australia,McLaren Vale,The Dry Dam,88,17.0,South Australia,D'Arenberg 2013 The Dry Dam Riesling (McLaren Vale),Riesling,D'Arenberg
17053,17316,2013,US,Napa Valley,Paramour,89,135.0,California,Blackbird Vineyards 2013 Paramour Red (Napa Valley),Bordeaux-style Red Blend,Blackbird Vineyards
17054,17317,2013,US,Sonoma Coast,,91,52.0,California,Williams Selyem 2013 Pinot Noir (Sonoma Coast),Pinot Noir,Williams Selyem
17055,17318,2013,France,Cotes de Thongue,,87,12.0,Languedoc-Roussillon,Domaine Montrose 2013 Rose (Cotes de Thongue),Rose,Domaine Montrose
17056,17319,2013,France,Bordeaux Blanc,,84,13.0,Bordeaux,Chateau Larroque 2013 Bordeaux Blanc,Bordeaux-style White Blend,Chateau Larroque
17057,17320,2013,US,Napa County-Sonoma County,,84,32.0,California,Michael-Scott 2013 Zinfandel (Napa County-Sonoma County),Zinfandel,Michael-Scott
17058,17321,2013,US,California,Brut,88,25.0,California,Rock Wall 2013 Brut Sparkling (California),Sparkling Blend,Rock Wall
17059,17322,2013,Portugal,,Reserva,90,25.0,Lisboa,Casa Santos Lima 2013 Reserva Red (Lisboa),Portuguese Red,Casa Santos Lima
17060,17323,2013,US,Paso Robles,Rendition,92,38.0,California,Ecluse 2013 Rendition Red (Paso Robles),Rhone-style Red Blend,Ecluse
17061,17324,2013,US,Columbia Gorge (WA),Reminiscence,89,18.0,Washington,Ancestry 2013 Reminiscence Riesling (Columbia Gorge (WA)),Riesling,Ancestry
17062,17325,2013,Chile,,Gran Reserva,87,13.0,Curico Valley,Echeverria 2013 Gran Reserva Merlot (Curico Valley),Merlot,Echeverria
17063,17326,2013,US,Columbia Valley (WA),Grand Estates,90,12.0,Washington,Columbia Crest 2013 Grand Estates Cabernet Sauvignon (Columbia Valley (WA)),Cabernet Sauvignon,Columbia Crest
17064,17327,2013,Germany,,Kaseler Dominikanerberg Kabinett Halbtrocken,88,19.0,Mosel,C. von Nell-Breuning 2013 Kaseler Dominikanerberg Kabinett Halbtrocken Riesling (Mosel),Riesling,C. von Nell-Breuning
17065,17328,2013,Austria,,Gelbling,91,15.0,Niederosterreich,Buchegger 2013 Gelbling Gruner Veltliner (Niederosterreich),Gruner Veltliner,Buchegger
17066,17329,2013,US,Red Mountain,,87,30.0,Washington,Hightower 2013 Merlot (Red Mountain),Merlot,Hightower
17067,17330,2013,Italy,Collio,Cicinis,87,60.0,Northeastern Italy,Attems 2013 Cicinis Sauvignon (Collio),Sauvignon,Attems
17068,17331,2013,US,Oakville,,91,85.0,California,Vine Cliff 2013 Cabernet Sauvignon (Oakville),Cabernet Sauvignon,Vine Cliff
17069,17332,2013,US,Amador County,Skyland Ridge,89,10.0,California,Montevina 2013 Skyland Ridge Zinfandel (Amador County),Zinfandel,Montevina
17070,17333,2013,Greece,,Ex'arnon Sauvignon Blanc-Assyrtiko,90,16.0,Chalkidiki,Claudia Papayianni 2013 Ex'arnon Sauvignon Blanc-Assyrtiko White (Chalkidiki),White Blend,Claudia Papayianni
17071,17334,2013,Italy,Barolo,Cerequio,93,79.0,Piedmont,Batasiolo 2013 Cerequio (Barolo),Nebbiolo,Batasiolo
17072,17335,2013,Italy,Chianti Colli Fiorentini,Riserva,89,25.0,Tuscany,Fattoria Torre a Cona 2013 Riserva (Chianti Colli Fiorentini),Sangiovese,Fattoria Torre a Cona
17073,17336,2013,US,Paso Robles,Mia's Vineyard,95,50.0,California,Falcone 2013 Mia's Vineyard Cabernet Sauvignon (Paso Robles),Cabernet Sauvignon,Falcone
17074,17337,2013,Germany,,Wehlener Sonnenuhr Spatlese,88,33.0,Mosel,Dr. Pauly Bergweiler 2013 Wehlener Sonnenuhr Spatlese Riesling (Mosel),Riesling,Dr. Pauly Bergweiler
17075,17338,2013,US,Rockpile,Rocky Ridge Vineyard,91,38.0,California,Bruliam 2013 Rocky Ridge Vineyard Zinfandel (Rockpile),Zinfandel,Bruliam
17076,17339,2013,US,Santa Lucia Highlands,Reserve,89,35.0,California,MacMurray Estate Vineyards 2013 Reserve Pinot Noir (Santa Lucia Highlands),Pinot Noir,MacMurray Estate Vineyards
17077,17340,2013,France,Cote Rotie,L'Eglantine,90,75.0,Rhone Valley,Ferraton Pere et Fils 2013 L'Eglantine (Cote Rotie),Syrah,Ferraton Pere et Fils
17078,17341,2013,France,Alsace,Zotzenberg Grand Cru,93,34.0,Alsace,Boeckel 2013 Zotzenberg Grand Cru Sylvaner (Alsace),Sylvaner,Boeckel
17079,17342,2013,US,Red Mountain,Le Chariot,85,28.0,Washington,Three of Cups 2013 Le Chariot Red (Red Mountain),Red Blend,Three of Cups
17080,17343,2013,US,High Valley,,91,30.0,California,High Valley Vineyard 2013 Cabernet Sauvignon (High Valley),Cabernet Sauvignon,High Valley Vineyard
17081,17344,2013,Spain,Rioja,Joven Made with Organically Grown Grapes,89,13.0,Northern Spain,Osoti 2013 Joven Made with Organically Grown Grapes (Rioja),Tempranillo,Osoti
17082,17345,2013,Chile,,Reserva,86,12.0,Colchagua Valley,Chilcas 2013 Reserva Cabernet Sauvignon (Colchagua Valley),Cabernet Sauvignon,Chilcas
17083,17347,2013,US,Russian River Valley,OFS,93,40.0,California,De Loach 2013 OFS Pinot Noir (Russian River Valley),Pinot Noir,De Loach
17084,17348,2013,US,Paso Robles,Coquille Blanc,91,24.0,California,Carol Shelton 2013 Coquille Blanc White (Paso Robles),Rhone-style White Blend,Carol Shelton
17085,17349,2013,US,Finger Lakes,Barrel Select,88,27.0,New York,Domaine LeSeurre 2013 Barrel Select Riesling (Finger Lakes),Riesling,Domaine LeSeurre
17086,17350,2013,Italy,Cannonau di Sardegna,Tonaghe,89,13.0,Sicily & Sardinia,Contini 2013 Tonaghe (Cannonau di Sardegna),Red Blend,Contini
17087,17351,2013,US,Columbia Valley (WA),Vintage Select,94,95.0,Washington,Feather 2013 Vintage Select Cabernet Sauvignon (Columbia Valley (WA)),Cabernet Sauvignon,Feather
17088,17352,2013,US,Mendocino,Costa Vineyard,90,45.0,California,Lula 2013 Costa Vineyard Pinot Noir (Mendocino),Pinot Noir,Lula
17089,17353,2013,Italy,Bolgheri Superiore,Atis,90,68.0,Tuscany,Guado al Melo 2013 Atis (Bolgheri Superiore),Red Blend,Guado al Melo
17090,17354,2013,Spain,Navarra,,81,9.0,Northern Spain,Vega Sindoa 2013 Tempranillo (Navarra),Tempranillo,Vega Sindoa
17091,17355,2013,US,Anderson Valley,Split Rail Vineyard,94,82.0,California,Goldeneye 2013 Split Rail Vineyard Pinot Noir (Anderson Valley),Pinot Noir,Goldeneye
17092,17356,2013,US,Alexander Valley,Stuhlmuller Vineyard,91,48.0,California,Armida 2013 Stuhlmuller Vineyard Cabernet Sauvignon (Alexander Valley),Cabernet Sauvignon,Armida
17093,17357,2013,US,Santa Maria Valley,La Hermana,90,40.0,California,Liquid Farm 2013 La Hermana Chardonnay (Santa Maria Valley),Chardonnay,Liquid Farm
17094,17358,2013,Italy,Veronese,Massifitti,90,30.0,Veneto,Suavia 2013 Massifitti Trebbiano (Veronese),Trebbiano,Suavia
17095,17359,2013,US,Walla Walla Valley (WA),Margaret's Vineyard Estate,91,45.0,Washington,JM Cellars 2013 Margaret's Vineyard Estate Red (Walla Walla Valley (WA)),Bordeaux-style Red Blend,JM Cellars
17096,17360,2013,Austria,,Rosenberg,93,35.0,Carnuntum,Markowitsch 2013 Rosenberg Red (Carnuntum),Red Blend,Markowitsch
17097,17361,2013,US,Amador County,Riker Vineyard,91,40.0,California,Renwood 2013 Riker Vineyard Zinfandel (Amador County),Zinfandel,Renwood
17098,17362,2013,Moldova,,D'Or Matur,89,15.0,Moldova,Chateau Vartely 2013 D'Or Matur Traminer (Moldova),Traminer,Chateau Vartely
17099,17363,2013,US,Willamette Valley,Estate,90,45.0,Oregon,Carlton Hill 2013 Estate Pinot Noir,Pinot Noir,Carlton Hill
17100,17364,2013,US,Yakima Valley,,88,18.0,Washington,Stottle 2013 White (Yakima Valley),White Blend,Stottle
17101,17365,2013,US,Monticello,,88,24.0,Virginia,Trump 2013 Viognier (Monticello),Viognier,Trump
17102,17366,2013,US,Lake Chelan,Estate,88,14.0,Washington,Tsillan 2013 Estate Gewurztraminer (Lake Chelan),Gewurztraminer,Tsillan
17103,17367,2013,Argentina,Tupungato,Gran,92,36.0,Mendoza Province,Riglos 2013 Gran Malbec (Tupungato),Malbec,Riglos
17104,17368,2013,US,Anderson Valley,Dach Vineyard,91,55.0,California,Domaine Anderson 2013 Dach Vineyard Chardonnay (Anderson Valley),Chardonnay,Domaine Anderson
17105,17369,2013,France,Alsace,Tradition,85,21.0,Alsace,Cave de Turckheim 2013 Tradition Riesling (Alsace),Riesling,Cave de Turckheim
17106,17370,2013,US,Carneros,Single Vineyard,94,72.0,California,Donum 2013 Single Vineyard Pinot Noir (Carneros),Pinot Noir,Donum
17107,17371,2013,Portugal,,,86,20.0,Alentejano,Herdade do Rocim 2013 White (Alentejano),Portuguese White,Herdade do Rocim
17108,17372,2013,US,Sta. Rita Hills,La Rinconada Vineyard,92,68.0,California,Sanford 2013 La Rinconada Vineyard Pinot Noir (Sta. Rita Hills),Pinot Noir,Sanford
17109,17373,2013,US,Colorado,,88,25.0,Colorado,The Infinite Monkey Theorem 2013 Malbec (Colorado),Malbec,The Infinite Monkey Theorem
17110,17374,2013,Australia,Margaret River,Raconteur,88,17.0,Western Australia,Vinaceous 2013 Raconteur Cabernet Sauvignon (Margaret River),Cabernet Sauvignon,Vinaceous
17111,17375,2013,US,Finger Lakes,Rose of,89,15.0,New York,Fox Run 2013 Rose of Pinot Noir (Finger Lakes),Pinot Noir,Fox Run
17112,17376,2013,US,Horse Heaven Hills,H3,90,15.0,Washington,Columbia Crest 2013 H3 Cabernet Sauvignon (Horse Heaven Hills),Cabernet Sauvignon,Columbia Crest
17113,17377,2013,US,Happy Canyon of Santa Barbara,,87,28.0,California,Grassini 2013 Sauvignon Blanc (Happy Canyon of Santa Barbara),Sauvignon Blanc,Grassini
17114,17378,2013,England,,Rose de Noirs,92,50.0,England,Ridgeview Estate 2013 Rose de Noirs Sparkling (England),Sparkling Blend,Ridgeview Estate
17115,17379,2013,US,Russian River Valley,Dutton Ranch Morelli Lane Vineyard,92,50.0,California,Dutton-Goldfield 2013 Dutton Ranch Morelli Lane Vineyard Zinfandel (Russian River Valley),Zinfandel,Dutton-Goldfield
17116,17380,2013,US,Russian River Valley,Baranoff Vineyard,91,72.0,California,Small Vines 2013 Baranoff Vineyard Pinot Noir (Russian River Valley),Pinot Noir,Small Vines
17117,17381,2013,France,Alsace,Fronholz,92,57.0,Alsace,Domaine Ostertag 2013 Fronholz Pinot Gris (Alsace),Pinot Gris,Domaine Ostertag
17118,17382,2013,US,Willamette Valley,Aurora Vineyard,95,100.0,Oregon,Ponzi 2013 Aurora Vineyard Pinot Noir (Willamette Valley),Pinot Noir,Ponzi
17119,17383,2013,Portugal,,Grande Escolha,85,11.0,Vinho Verde,Casa de Vilacetinho 2013 Grande Escolha White (Vinho Verde),Portuguese White,Casa de Vilacetinho
17120,17384,2013,Portugal,,Bridao,86,14.0,Tejo,Adega Cooperativa do Cartaxo 2013 Bridao Trincadeira (Tejo),Trincadeira,Adega Cooperativa do Cartaxo
17121,17385,2013,US,Coombsville,,91,65.0,California,Stags' Leap Winery 2013 Cabernet Sauvignon (Coombsville),Cabernet Sauvignon,Stags' Leap Winery
17122,17386,2013,Turkey,,Mahra Bogazkere-Okuzgozu,89,23.0,Turkey,Yazgan 2013 Mahra Bogazkere-Okuzgozu Red (Turkey),Red Blend,Yazgan
17123,17387,2013,Greece,,Sofos The Wise One Moschofilero-Chardonnay,88,12.0,Peloponnese,Domaine Gioulis 2013 Sofos The Wise One Moschofilero-Chardonnay White (Peloponnese),White Blend,Domaine Gioulis
17124,17388,2013,Italy,Soave Classico,San Michele,88,15.0,Veneto,Ca' Rugate 2013 San Michele (Soave Classico),Garganega,Ca' Rugate
17125,17389,2013,Italy,Sicilia,Coste al Vento,86,28.0,Sicily & Sardinia,Marilena Barbera 2013 Coste al Vento Grillo (Sicilia),Grillo,Marilena Barbera
17126,17390,2013,Portugal,,Cabeca de Toiro Reserva,90,14.0,Tejo,Caves Velhas 2013 Cabeca de Toiro Reserva Red (Tejo),Portuguese Red,Caves Velhas
17127,17391,2013,Germany,,,88,10.0,Mosel,Dr. Heidemanns-Bergweiler 2013 Riesling (Mosel),Riesling,Dr. Heidemanns-Bergweiler
17128,17392,2013,Italy,Chianti,,87,12.0,Tuscany,Salcheto 2013 Chianti,Red Blend,Salcheto
17129,17393,2013,Austria,,Terrrassen Beerenauslese,90,30.0,Wachau,Domane Wachau 2013 Terrrassen Beerenauslese White (Wachau),White Blend,Domane Wachau
17130,17394,2013,France,Madiran,Laplace,93,15.0,Southwest France,Chateau d'Aydie 2013 Laplace Tannat (Madiran),Tannat,Chateau d'Aydie
17131,17395,2013,US,Willamette Valley,Verbatim,91,32.0,Oregon,Andrew Rich 2013 Verbatim Pinot Noir (Willamette Valley),Pinot Noir,Andrew Rich
17132,17396,2013,US,Rutherford,,94,95.0,California,Duckhorn 2013 Cabernet Sauvignon (Rutherford),Cabernet Sauvignon,Duckhorn
17133,17397,2013,US,St. Helena,Collins Holystone Vineyard Old Vine,90,35.0,California,Benessere 2013 Collins Holystone Vineyard Old Vine Zinfandel (St. Helena),Zinfandel,Benessere
17134,17398,2013,Turkey,,Mahra Kalecik Karasi-Syrah,87,23.0,Turkey,Yazgan 2013 Mahra Kalecik Karasi-Syrah Red (Turkey),Red Blend,Yazgan
17135,17399,2013,Spain,Carinena,Castillo Ducay,83,9.0,Northern Spain,Bodegas San Valero 2013 Castillo Ducay Red (Carinena),Red Blend,Bodegas San Valero
17136,17400,2013,France,Pauillac,,92,,Bordeaux,Chateau Duhart Milon 2013 Pauillac,Bordeaux-style Red Blend,Chateau Duhart Milon
17137,17401,2013,US,Santa Cruz Mountains,Regan Vineyards Reserve,93,30.0,California,Bargetto 2013 Regan Vineyards Reserve Chardonnay (Santa Cruz Mountains),Chardonnay,Bargetto
17138,17402,2013,Italy,Colli Orientali del Friuli,,88,29.0,Northeastern Italy,Dorigo 2013 Pinot Grigio (Colli Orientali del Friuli),Pinot Grigio,Dorigo
17139,17403,2013,US,Willamette Valley,Yamhill Carlton Select,88,45.0,Oregon,Torii Mor 2013 Yamhill Carlton Select Pinot Noir,Pinot Noir,Torii Mor
17140,17404,2013,Italy,Lambrusco Grasparossa di Castelvetro,Col Sassoso,86,18.0,Central Italy,Cavicchioli 2013 Col Sassoso (Lambrusco Grasparossa di Castelvetro),Lambrusco Grasparossa,Cavicchioli
17141,17405,2013,Austria,,,90,12.0,Burgenland,Uwe Schiefer 2013 Blaufrankisch (Burgenland),Blaufrankisch,Uwe Schiefer
17142,17406,2013,US,Walla Walla Valley (WA),Tall Tales Stoney Vine Vineyard,92,60.0,Washington,Dusted Valley 2013 Tall Tales Stoney Vine Vineyard Syrah (Walla Walla Valley (WA)),Syrah,Dusted Valley
17143,17407,2013,US,Rogue Valley,,87,30.0,Oregon,Ledger David 2013 Malbec (Rogue Valley),Malbec,Ledger David
17144,17408,2013,US,Russian River Valley,Don Miguel Vineyard La Masia,91,35.0,California,Marimar Estate 2013 Don Miguel Vineyard La Masia Chardonnay (Russian River Valley),Chardonnay,Marimar Estate
17145,17409,2013,US,Sonoma Valley,Reserve,87,60.0,California,Kunde 2013 Reserve Cabernet Sauvignon (Sonoma Valley),Cabernet Sauvignon,Kunde
17146,17410,2013,US,Paso Robles,Aria Diamond Reserve,90,40.0,California,Harmony Cellars 2013 Aria Diamond Reserve Meritage (Paso Robles),Meritage,Harmony Cellars
17147,17411,2013,US,Santa Maria Valley,Bien Nacido Vineyard,93,45.0,California,Kynsi 2013 Bien Nacido Vineyard Pinot Noir (Santa Maria Valley),Pinot Noir,Kynsi
17148,17412,2013,US,Lodi,The Heritage Collection,86,14.0,California,Peirano 2013 The Heritage Collection Malbec (Lodi),Malbec,Peirano
17149,17413,2013,US,Finger Lakes,Sawmill Creek Vineyards,86,28.0,New York,Billsboro 2013 Sawmill Creek Vineyards Cabernet Sauvignon (Finger Lakes),Cabernet Sauvignon,Billsboro
17150,17414,2013,Australia,Barossa,Shotfire,90,23.0,South Australia,Thorn Clarke 2013 Shotfire Cabernet Sauvignon-Shiraz (Barossa),Cabernet Sauvignon-Shiraz,Thorn Clarke
17151,17415,2013,Austria,,Pich Point Smaragd,93,40.0,Wachau,Schmelz 2013 Pich Point Smaragd Gruner Veltliner (Wachau),Gruner Veltliner,Schmelz
17152,17416,2013,Austria,,Reserve,94,50.0,Carnuntum,Markowitsch 2013 Reserve Pinot Noir (Carnuntum),Pinot Noir,Markowitsch
17153,17418,2013,France,Pessac-Leognan,,92,,Bordeaux,Chateau Couhins 2013 Pessac-Leognan,Bordeaux-style Red Blend,Chateau Couhins
17154,17419,2013,US,Sonoma Coast,Rose of,93,19.0,California,Charles Heintz 2013 Rose of Pinot Noir (Sonoma Coast),Pinot Noir,Charles Heintz
17155,17421,2013,US,Ballard Canyon,Purisima Mountain Vineyard,91,40.0,California,Margerum 2013 Purisima Mountain Vineyard Syrah (Ballard Canyon),Syrah,Margerum
17156,17422,2013,US,Lodi,The Heritage Collection,87,14.0,California,Peirano 2013 The Heritage Collection Petite Sirah (Lodi),Petite Sirah,Peirano
17157,17423,2013,US,St. Helena,Varozza Vineyard,92,48.0,California,Robert Biale 2013 Varozza Vineyard Zinfandel (St. Helena),Zinfandel,Robert Biale
17158,17424,2013,US,Arroyo Grande Valley,Aubaine Vineyard,92,50.0,California,Windemere 2013 Aubaine Vineyard Pinot Noir (Arroyo Grande Valley),Pinot Noir,Windemere
17159,17425,2013,Argentina,Alto Valle del Rio Negro,,84,17.0,Other,Verum 2013 Chardonnay (Alto Valle del Rio Negro),Chardonnay,Verum
17160,17426,2013,US,Carneros,Estate,86,30.0,California,Bouchaine 2013 Estate Chardonnay (Carneros),Chardonnay,Bouchaine
17161,17427,2013,US,Monterey,Mercenary Reserve 25,94,50.0,California,Pulchella 2013 Mercenary Reserve 25 Zinfandel (Monterey),Zinfandel,Pulchella
