,vintage,country,county,designation,points,price,province,title,variety,winery
24636,2016,Austria,,Klassik,89,20.0,Thermenregion,Gebeshuber 2016 Klassik White (Thermenregion),Austrian white blend,Gebeshuber
24637,2016,New Zealand,,,86,15.0,Marlborough,Invivo 2016 Sauvignon Blanc (Marlborough),Sauvignon Blanc,Invivo
24638,2016,US,Santa Margarita Ranch,,87,19.0,California,Ancient Peaks 2016 Chardonnay (Santa Margarita Ranch),Chardonnay,Ancient Peaks
24639,2016,Italy,Soave Classico,Vicario,87,10.0,Veneto,Cantina di Monteforte 2016 Vicario (Soave Classico),Garganega,Cantina di Monteforte
24640,2016,Portugal,,Aromas das Castas Grande Escolha,86,13.0,Vinho Verde,Quinta da Lixa 2016 Aromas das Castas Grande Escolha White (Vinho Verde),Portuguese White,Quinta da Lixa
24641,2016,Chile,,Organic,86,14.0,San Antonio,Cono Sur 2016 Organic Chardonnay (San Antonio),Chardonnay,Cono Sur
24642,2016,US,Willamette Valley,Pinot in Pink,90,20.0,Oregon,Amalie Robert 2016 Pinot in Pink Rosé (Willamette Valley),Rosé,Amalie Robert
24644,2016,Portugal,,Senses,85,13.0,Alentejano,Adega Cooperativa de Borba 2016 Senses Viognier (Alentejano),Viognier,Adega Cooperativa de Borba
24645,2016,Portugal,,Branco,90,14.0,Dão,Casa da Passarella 2016 Branco White (Dão),Portuguese White,Casa da Passarella
24646,2016,France,Bordeaux Blanc,Château Baruaud,84,10.0,Bordeaux,Maison Bouey 2016 Château Baruaud (Bordeaux Blanc),Bordeaux-style White Blend,Maison Bouey
24647,2016,France,Mâcon-Villages,,85,24.0,Burgundy,Domaine Michel 2016 Mâcon-Villages,Chardonnay,Domaine Michel
24648,2016,France,Bordeaux Blanc,,84,15.0,Bordeaux,Château Laubes 2016 Bordeaux Blanc,Bordeaux-style White Blend,Château Laubes
24649,2016,US,North Fork of Long Island,,87,20.0,New York,Sannino 2016 Sauvignon Blanc (North Fork of Long Island),Sauvignon Blanc,Sannino
24650,2016,Austria,,Sinner,90,25.0,Burgenland,Prieler 2016 Sinner Chardonnay (Burgenland),Chardonnay,Prieler
24651,2016,US,Dry Creek Valley,Red C Allen Nelson Vineyard,90,24.0,California,Covenant 2016 Red C Allen Nelson Vineyard Sauvignon Blanc (Dry Creek Valley),Sauvignon Blanc,Covenant
24652,2016,Brazil,,Macaw Semi-Dry,85,15.0,Serra Gaúcha,Casa Perini 2016 Macaw Semi-Dry Moscato (Serra Gaúcha),Moscato,Casa Perini
24653,2016,France,,Loubié,86,17.0,Rhône Valley,Domaine de Mourchon 2016 Loubié Rosé,Rosé,Domaine de Mourchon
24654,2016,US,Livermore Valley,Lola Ghielmetti Vineyard,91,24.0,California,Steven Kent 2016 Lola Ghielmetti Vineyard White (Livermore Valley),White Blend,Steven Kent
24655,2016,Austria,,Kitzecker,92,,Südsteiermark,Wohlmuth 2016 Kitzecker Sauvignon Blanc (Südsteiermark),Sauvignon Blanc,Wohlmuth
24656,2016,US,California,Rosé of,86,13.0,California,Muddy Boot 2016 Rosé of Pinot Noir (California),Pinot Noir,Muddy Boot
24657,2016,US,Sonoma County-Monterey County-Santa Barbara County,,88,25.0,California,Meiomi 2016 Pinot Noir (Sonoma County-Monterey County-Santa Barbara County),Pinot Noir,Meiomi
24658,2016,Portugal,,Mapreco,84,8.0,Vinho Verde,Enoport 2016 Mapreco Rosé (Vinho Verde),Rosé,Enoport
24659,2016,Portugal,,Brigando,86,10.0,Lisboa,DFJ Vinhos 2016 Brigando Red (Lisboa),Portuguese Red,DFJ Vinhos
24660,2016,Portugal,,Azul Portugal,85,12.0,Palmela,Wines & Winemakers 2016 Azul Portugal White (Palmela),Portuguese White,Wines & Winemakers
24661,2016,US,Central Coast,Zingy,90,22.0,California,Buttonwood 2016 Zingy Sauvignon Blanc,Sauvignon Blanc,Buttonwood
24662,2016,Italy,Valpolicella Superiore,,87,15.0,Veneto,Zenato 2016 Valpolicella Superiore,Red Blend,Zenato
24663,2016,US,Central Coast,,88,22.0,California,Claiborne & Churchill 2016 Riesling (Central Coast),Riesling,Claiborne & Churchill
24664,2016,Chile,,120 Reserva Especial,84,8.0,Central Valley,Santa Rita 2016 120 Reserva Especial Merlot (Central Valley),Merlot,Santa Rita
24665,2016,France,Alsace,Rosacker Grand Cru,92,35.0,Alsace,Cave de Hunawihr 2016 Rosacker Grand Cru Gewurztraminer (Alsace),Gewürztraminer,Cave de Hunawihr
24666,2016,US,McMinnville,Yamhill Valley Vineyard,91,35.0,Oregon,Martin Woods 2016 Yamhill Valley Vineyard Chardonnay (McMinnville),Chardonnay,Martin Woods
24667,2016,US,Napa Valley,Vin Rubis,88,28.0,California,Brick & Mortar 2016 Vin Rubis Pinot-Chardonnay (Napa Valley),Pinot-Chardonnay,Brick & Mortar
24668,2016,Portugal,,Dom Martinho by Quinta do Carmo,85,10.0,Alentejano,Bacalhôa Wines of Portugal 2016 Dom Martinho by Quinta do Carmo White (Alentejano),Portuguese White,Bacalhôa Wines of Portugal
24669,2016,US,North Coast,The Victor's Spoils,90,19.0,California,Bodkin 2016 The Victor's Spoils Sauvignon Blanc (North Coast),Sauvignon Blanc,Bodkin
24670,2016,France,Côtes de Provence,,88,9.0,Provence,Kirkland Signature 2016 Rosé (Côtes de Provence),Rosé,Kirkland Signature
24671,2016,Portugal,,DJ Escolha da Enóloga,87,13.0,Alentejano,Encostas de Estremoz 2016 DJ Escolha da Enóloga Red (Alentejano),Portuguese Red,Encostas de Estremoz
24672,2016,US,Willamette Valley,,90,18.0,Oregon,Brigadoon 2016 Riesling (Willamette Valley),Riesling,Brigadoon
24673,2016,Austria,,Riede Schlossberg,92,17.0,Wagram,Ecker 2016 Riede Schlossberg Weissburgunder (Wagram),Weissburgunder,Ecker
24674,2016,France,Corse,Domaine Vetriccie,90,20.0,France Other,Union de Vignerons de l'Île de Beauté 2016 Domaine Vetriccie Vermentino (Corse),Vermentino,Union de Vignerons de l'Île de Beauté
24675,2016,Portugal,,Dom Diogo,89,16.0,Minho,Quinta da Raza 2016 Dom Diogo Alvarinho (Minho),Alvarinho,Quinta da Raza
24676,2016,France,Côtes de Provence,Commanderie de Peyrassol,88,22.0,Provence,Chateau Peyrassol 2016 Commanderie de Peyrassol Rosé (Côtes de Provence),Rosé,Chateau Peyrassol
24677,2016,Argentina,Salta,Estate,89,15.0,Other,Colomé 2016 Estate Torrontés (Salta),Torrontés,Colomé
24678,2016,Portugal,,Casa de Paços,84,9.0,Vinho Verde,Quinta de Paços 2016 Casa de Paços Rosé (Vinho Verde),Rosé,Quinta de Paços
24679,2016,Spain,Navarra,Cabernet Sauvignon,84,15.0,Northern Spain,Príncipe de Viana 2016 Cabernet Sauvignon Rosado (Navarra),Rosado,Príncipe de Viana
24680,2016,Austria,,Steirische Klassik,89,19.0,Südsteiermark,Tement 2016 Steirische Klassik Weissburgunder (Südsteiermark),Weissburgunder,Tement
24681,2016,France,Bordeaux Blanc,Chai de Bordes,86,13.0,Bordeaux,Cheval Quancard 2016 Chai de Bordes (Bordeaux Blanc),Bordeaux-style White Blend,Cheval Quancard
24682,2016,Austria,,Hoher Rain,92,25.0,Kremstal,Geyerhof 2016 Hoher Rain Grüner Veltliner (Kremstal),Grüner Veltliner,Geyerhof
24683,2016,US,California,Family Reserve,86,9.0,California,Oak Grove 2016 Family Reserve Sauvignon Blanc (California),Sauvignon Blanc,Oak Grove
24684,2016,France,Sancerre,Champ Secret,86,23.0,Loire Valley,Nicolas Millet 2016 Champ Secret Rosé (Sancerre),Rosé,Nicolas Millet
24685,2016,France,Muscadet Sèvre et Maine,Classic Sur Lie,90,17.0,Loire Valley,Domaine de l'Ecu 2016 Classic Sur Lie (Muscadet Sèvre et Maine),Melon,Domaine de l'Ecu
24686,2016,France,Bordeaux,Les Hauts de Lagarde,86,13.0,Bordeaux,Château de Lagarde 2016 Les Hauts de Lagarde (Bordeaux),Bordeaux-style Red Blend,Château de Lagarde
24687,2016,US,Napa Valley,,92,23.0,California,Heitz 2016 Sauvignon Blanc (Napa Valley),Sauvignon Blanc,Heitz
24688,2016,Spain,Rías Baixas,,87,19.0,Galicia,Con un Par 2016 Albariño (Rías Baixas),Albariño,Con un Par
24689,2016,Portugal,,Quinta da Bacalhôa Branco,90,28.0,Península de Setúbal,Bacalhôa Wines of Portugal 2016 Quinta da Bacalhôa Branco White (Península de Setúbal),Portuguese White,Bacalhôa Wines of Portugal
24690,2016,US,El Dorado,Primitivo,87,16.0,California,Boeger 2016 Primitivo Rosé (El Dorado),Rosé,Boeger
24691,2016,France,Sancerre,Le Clos Chartier,87,25.0,Loire Valley,Jérôme Gueneau 2016 Le Clos Chartier (Sancerre),Sauvignon Blanc,Jérôme Gueneau
24692,2016,US,Walla Walla Valley (WA),Estate Tempranillo,88,22.0,Washington,Tertulia 2016 Estate Tempranillo Rosé (Walla Walla Valley (WA)),Rosé,Tertulia
24693,2016,Argentina,Mendoza,Fincas,85,14.0,Mendoza Province,Alfredo Roca 2016 Fincas Tocai (Mendoza),Tocai,Alfredo Roca
24694,2016,France,Bordeaux Clairet,,84,12.0,Bordeaux,Château de Marsan 2016 Bordeaux Clairet,Bordeaux-style Red Blend,Château de Marsan
24695,2016,US,El Dorado,,90,18.0,California,Boeger 2016 Sauvignon Blanc (El Dorado),Sauvignon Blanc,Boeger
24696,2016,Italy,Bardolino Classico,,85,16.0,Veneto,Marchesini 2016 Bardolino Classico,Red Blend,Marchesini
24697,2016,US,Dry Creek Valley,Home Ranch,88,30.0,California,Sbragia 2016 Home Ranch Chardonnay (Dry Creek Valley),Chardonnay,Sbragia
24698,2016,France,Côtes de Provence,La Vie en,87,18.0,Provence,Château Roubine 2016 La Vie en Rosé (Côtes de Provence),Rosé,Château Roubine
24699,2016,Portugal,,Connections,90,20.0,Portuguese Table Wine,Ribafreixo 2016 Connections Chenin Blanc (Portuguese Table Wine),Chenin Blanc,Ribafreixo
24701,2016,France,Vin de France,Le Val,85,12.0,France Other,Vinadeis 2016 Le Val Merlot (Vin de France),Merlot,Vinadeis
24702,2016,France,Alsace,,90,17.0,Alsace,Domaine Robert Klingenfus 2016 Gewurztraminer (Alsace),Gewürztraminer,Domaine Robert Klingenfus
24703,2016,US,Southern Oregon,,90,14.0,Oregon,Foris 2016 Pinot Gris (Southern Oregon),Pinot Gris,Foris
24704,2016,Italy,Terre Siciliane,,89,13.0,Sicily & Sardinia,Tonnino 2016 Grillo (Terre Siciliane),Grillo,Tonnino
24705,2016,Austria,,Langenlois,91,22.0,Kamptal,Loimer 2016 Langenlois Riesling (Kamptal),Riesling,Loimer
24707,2016,Germany,,Juffer Brauneberg Kabinett,90,20.0,Mosel,Willi Haag 2016 Juffer Brauneberg Kabinett Riesling (Mosel),Riesling,Willi Haag
24708,2016,Portugal,,Ardósia Branco,86,13.0,Tejo,Quinta da Ribeirinha 2016 Ardósia Branco White (Tejo),Portuguese White,Quinta da Ribeirinha
24709,2016,US,Columbia Valley (WA),Nellie Mae,88,24.0,Washington,Cairdeas 2016 Nellie Mae White (Columbia Valley (WA)),Rhône-style White Blend,Cairdeas
24710,2016,Chile,,Cherub,88,16.0,Colchagua Valley,Montes 2016 Cherub Rosé (Colchagua Valley),Rosé,Montes
24711,2016,Austria,,Ried Gamlitzberg,92,22.0,Südsteiermark,Strauss 2016 Ried Gamlitzberg Sauvignon Blanc (Südsteiermark),Sauvignon Blanc,Strauss
24712,2016,Austria,,Selection Federspiel,90,27.0,Wachau,Jäger 2016 Selection Federspiel Grüner Veltliner (Wachau),Grüner Veltliner,Jäger
24713,2016,Germany,,Piesporter Michelsberg Kabinett,88,13.0,Mosel,Leonard Kreusch 2016 Piesporter Michelsberg Kabinett Riesling (Mosel),Riesling,Leonard Kreusch
24714,2016,Italy,Valdobbiadene Superiore di Cartizze,Dry,91,45.0,Veneto,Bisol 2016 Dry (Valdobbiadene Superiore di Cartizze),Glera,Bisol
24715,2016,France,Bergerac,Tour des Gendres,89,14.0,Southwest France,Château Tour des Gendres 2016 Tour des Gendres Malbec-Merlot (Bergerac),Malbec-Merlot,Château Tour des Gendres
24716,2016,Austria,,Cistercien,90,14.0,Niederösterreich,Schloss Gobelsburg 2016 Cistercien Rosé (Niederösterreich),Rosé,Schloss Gobelsburg
24717,2016,Italy,Collio,,89,21.0,Northeastern Italy,Attems 2016 Sauvignon (Collio),Sauvignon,Attems
24718,2016,France,Bordeaux Rosé,La Freynelle,87,14.0,Bordeaux,Château la Freynelle 2016 La Freynelle Rosé (Bordeaux Rosé),Rosé,Château la Freynelle
24719,2016,France,Chinon,,88,19.0,Loire Valley,Domaine Dozon 2016 Rosé (Chinon),Rosé,Domaine Dozon
24720,2016,US,Livermore Valley,Eric's Small Lot Unoaked Estate,90,30.0,California,Wente 2016 Eric's Small Lot Unoaked Estate Chardonnay (Livermore Valley),Chardonnay,Wente
24721,2016,US,Horse Heaven Hills,The Benches Vineyard,88,14.0,Washington,Nine Hats 2016 The Benches Vineyard Pinot Gris (Horse Heaven Hills),Pinot Gris,Nine Hats
24722,2016,Israel,,Canaan,88,13.0,Galilee,Dalton 2016 Canaan Red (Galilee),Red Blend,Dalton
24723,2016,US,Paso Robles,Pink Pedals,89,15.0,California,Chronic Cellars 2016 Pink Pedals Rosé (Paso Robles),Rosé,Chronic Cellars
24724,2016,US,Russian River Valley,Danielle Estate,88,20.0,California,Merriam 2016 Danielle Estate Sauvignon Blanc (Russian River Valley),Sauvignon Blanc,Merriam
24725,2016,New Zealand,,Tangle Estate Grown Organic Pinot Gris-Gewurztraminer-Riesling,90,16.0,Marlborough,Hunky Dory 2016 Tangle Estate Grown Organic Pinot Gris-Gewurztraminer-Riesling White (Marlborough),White Blend,Hunky Dory
24726,2016,US,Columbia Valley (WA),Painted Hills Vineyard Grenache,88,22.0,Washington,Kerloo 2016 Painted Hills Vineyard Grenache Rosé (Columbia Valley (WA)),Rosé,Kerloo
24727,2016,US,Walla Walla Valley (WA),Eternal Beauty,88,21.0,Washington,Eternal 2016 Eternal Beauty Rosé (Walla Walla Valley (WA)),Rosé,Eternal
24728,2016,France,Bordeaux Rosé,Tradition,86,20.0,Bordeaux,Closerie du Bailli 2016 Tradition Rosé (Bordeaux Rosé),Rosé,Closerie du Bailli
24729,2016,Italy,Irpinia,Rosaenovae,88,20.0,Southern Italy,Terredora 2016 Rosaenovae Rosato (Irpinia),Rosato,Terredora
24730,2016,France,Côtes de Provence,Esprit Gassier,88,19.0,Provence,Château Gassier 2016 Esprit Gassier Rosé (Côtes de Provence),Rosé,Château Gassier
24731,2016,France,Pays d'Oc,,86,10.0,Languedoc-Roussillon,Wild Pig 2016 Viognier (Pays d'Oc),Viognier,Wild Pig
24732,2016,Greece,,Turtles Vineyard,87,18.0,Florina,Alpha Estate 2016 Turtles Vineyard Malagousia (Florina),Malagousia,Alpha Estate
24733,2016,US,Adelaida District,White Heart,90,40.0,California,Dubost 2016 White Heart Grenache Noir (Adelaida District),Grenache Noir,Dubost
24734,2016,Austria,,,90,24.0,Kamptal,Steininger 2016 Riesling (Kamptal),Riesling,Steininger
24735,2016,Greece,,Pink Bang,86,23.0,Drama,Wine Art Estate 2016 Pink Bang Rosé (Drama),Rosé,Wine Art Estate
24736,2016,US,California,Family Reserve,87,9.0,California,Oak Grove 2016 Family Reserve Viognier (California),Viognier,Oak Grove
24737,2016,Spain,Priorat,,89,30.0,Catalonia,Terroir Al Límit 2016 Red (Priorat),Red Blend,Terroir Al Límit
24738,2016,New Zealand,,Ranga Ranga Estate Grown,84,14.0,Marlborough,Barker's Marque 2016 Ranga Ranga Estate Grown Sauvignon Blanc (Marlborough),Sauvignon Blanc,Barker's Marque
24739,2016,US,Napa Valley,Linda Vista Vineyard,94,32.0,California,Donkey & Goat 2016 Linda Vista Vineyard Chardonnay (Napa Valley),Chardonnay,Donkey & Goat
24740,2016,France,Sancerre,Les Baronnes,89,25.0,Loire Valley,Henri Bourgeois 2016 Les Baronnes (Sancerre),Sauvignon Blanc,Henri Bourgeois
24741,2016,Chile,,,83,10.0,Central Valley,Cuyen 2016 Sauvignon Blanc (Central Valley),Sauvignon Blanc,Cuyen
24742,2016,France,Vin de France,Tramier,88,10.0,France Other,L. Tramier & Fils 2016 Tramier Pinot Noir (Vin de France),Pinot Noir,L. Tramier & Fils
24743,2016,France,Sancerre,Les Bouffants,91,32.0,Loire Valley,Domaine Roger & Christophe Moreux 2016 Les Bouffants (Sancerre),Sauvignon Blanc,Domaine Roger & Christophe Moreux
24744,2016,Italy,Greco di Tufo,,89,20.0,Southern Italy,Feudi di San Gregorio 2016 Greco di Tufo,Greco,Feudi di San Gregorio
24745,2016,Chile,,1912 Vines,83,20.0,Colchagua Valley,Casa Silva 2016 1912 Vines Sauvignon Gris (Colchagua Valley),Sauvignon Gris,Casa Silva
24746,2016,France,Côtes de Provence,La Croix du Prieur,84,16.0,Provence,Château Coussin 2016 La Croix du Prieur Rosé (Côtes de Provence),Rosé,Château Coussin
24747,2016,Portugal,,Monte das Amforas by Quinta do Carmo,87,9.0,Alentejano,Bacalhôa Wines of Portugal 2016 Monte das Amforas by Quinta do Carmo Red (Alentejano),Portuguese Red,Bacalhôa Wines of Portugal
24748,2016,Argentina,San Juan,Alma Mora,86,10.0,Other,Finca Las Moras 2016 Alma Mora Malbec (San Juan),Malbec,Finca Las Moras
24749,2016,Portugal,,Casa Ermelinda Freitas Monte da Baía Branco,85,12.0,Península de Setúbal,Wines & Winemakers 2016 Casa Ermelinda Freitas Monte da Baía Branco White (Península de Setúbal),Portuguese White,Wines & Winemakers
24750,2016,France,Alsace,Réserve,89,15.0,Alsace,Willm 2016 Réserve Gewurztraminer (Alsace),Gewürztraminer,Willm
24751,2016,US,Hudson River Region,,89,23.0,New York,Fjord 2016 Albariño (Hudson River Region),Albariño,Fjord
24752,2016,France,Vin de France,La Réserve,86,11.0,France Other,Lionel Osmin & Cie 2016 La Réserve Petit Manseng (Vin de France),Petit Manseng,Lionel Osmin & Cie
24753,2016,France,Pays d'Oc,Le Clandestin,84,16.0,Languedoc-Roussillon,Sainte Marie des Crozes 2016 Le Clandestin Sauvignon Blanc (Pays d'Oc),Sauvignon Blanc,Sainte Marie des Crozes
24754,2016,Argentina,Mendoza,,88,16.0,Mendoza Province,Ricardo Santos 2016 Semillon (Mendoza),Sémillon,Ricardo Santos
24755,2016,US,Red Mountain,Estate Grown Ice Wine,92,35.0,Washington,Kiona 2016 Estate Grown Ice Wine Chenin Blanc (Red Mountain),Chenin Blanc,Kiona
24756,2016,US,Wahluke Slope,Estate Grown,86,15.0,Washington,Desert Wind 2016 Estate Grown Chardonnay (Wahluke Slope),Chardonnay,Desert Wind
24757,2016,Portugal,,Cerejeiras Tinto,85,7.0,Lisboa,Sanguinhal 2016 Cerejeiras Tinto Red (Lisboa),Portuguese Red,Sanguinhal
24758,2016,Spain,Rueda,,86,16.0,Northern Spain,Circe 2016 Verdejo (Rueda),Verdejo,Circe
24759,2016,France,Pays d'Oc,,87,12.0,Languedoc-Roussillon,Marius 2016 Grenache-Syrah (Pays d'Oc),Grenache-Syrah,Marius
24760,2016,France,Côtes de Gascogne,Harmonie de Gascogne,85,12.0,Southwest France,Domaine de Pellehaut 2016 Harmonie de Gascogne White (Côtes de Gascogne),White Blend,Domaine de Pellehaut
24761,2016,Spain,Utiel-Requena,Organic,87,11.0,Levante,Spartico 2016 Organic Tempranillo-Cabernet Sauvignon (Utiel-Requena),Tempranillo-Cabernet Sauvignon,Spartico
24762,2016,Austria,,Vom Haus,91,13.0,Niederösterreich,R&A; Pfaffl 2016 Vom Haus Zweigelt (Niederösterreich),Zweigelt,R&A; Pfaffl
24763,2016,Chile,,Reserva,88,16.0,Leyda Valley,Leyda 2016 Reserva Sauvignon Blanc (Leyda Valley),Sauvignon Blanc,Leyda
24764,2016,Spain,Rueda,Granza Made From Organic Grapes,87,13.0,Northern Spain,Matarromera 2016 Granza Made From Organic Grapes Verdejo (Rueda),Verdejo,Matarromera
24765,2016,Italy,Valdobbiadene Prosecco Superiore,Col del Forno Rive di Refrontolo Brut,89,22.0,Veneto,Andreola 2016 Col del Forno Rive di Refrontolo Brut (Valdobbiadene Prosecco Superiore),Glera,Andreola
24766,2016,Austria,,Rosé vom,87,14.0,Niederösterreich,Müller-Grossmann 2016 Rosé vom Zweigelt (Niederösterreich),Zweigelt,Müller-Grossmann
24767,2016,Italy,Valdobbiadene Prosecco Superiore,Brut,87,18.0,Veneto,Althéa 2016 Brut (Valdobbiadene Prosecco Superiore),Glera,Althéa
24768,2016,Austria,,Ried Weinzierlberg,92,25.0,Kremstal,Stadt Krems 2016 Ried Weinzierlberg Grüner Veltliner (Kremstal),Grüner Veltliner,Stadt Krems
24769,2016,US,Mendocino,,85,13.0,California,Husch 2016 Chenin Blanc (Mendocino),Chenin Blanc,Husch
24770,2016,Australia,Adelaide Hills,Lu Lu,88,15.0,South Australia,Hewitson 2016 Lu Lu Sauvignon Blanc (Adelaide Hills),Sauvignon Blanc,Hewitson
24771,2016,Austria,,,90,20.0,Carnuntum,Netzl 2016 Chardonnay (Carnuntum),Chardonnay,Netzl
24772,2016,US,Happy Canyon of Santa Barbara,Happy Canyon VIneyard,89,25.0,California,Piocho 2016 Happy Canyon VIneyard Sauvignon Blanc (Happy Canyon of Santa Barbara),Sauvignon Blanc,Piocho
24773,2016,South Africa,,Limestone Hill,91,20.0,Robertson,De Wetshof 2016 Limestone Hill Chardonnay (Robertson),Chardonnay,De Wetshof
24774,2016,US,Lake Chelan,Estate,82,35.0,Washington,Mellisoni 2016 Estate Pinot Grigio (Lake Chelan),Pinot Grigio,Mellisoni
24775,2016,US,Monterey,,87,22.0,California,Vina Robles 2016 Chardonnay (Monterey),Chardonnay,Vina Robles
24776,2016,South Africa,,Cape Winemakers Guild Granite Selection,91,,Stellenbosch,Johan Joubert 2016 Cape Winemakers Guild Granite Selection Chenin Blanc (Stellenbosch),Chenin Blanc,Johan Joubert
24777,2016,France,Côtes de Provence,Première,90,23.0,Provence,Figuière 2016 Première Rosé (Côtes de Provence),Rosé,Figuière
24778,2016,Austria,,Pink,88,13.0,Burgenland,Zantho 2016 Pink Rosé (Burgenland),Rosé,Zantho
24779,2016,Portugal,,Bigode,85,9.0,Lisboa,DFJ Vinhos 2016 Bigode Rosé (Lisboa),Rosé,DFJ Vinhos
24780,2016,US,Finger Lakes,Semi-Sweet,90,17.0,New York,Keuka Spring 2016 Semi-Sweet Riesling (Finger Lakes),Riesling,Keuka Spring
24781,2016,Austria,,Classic,89,18.0,Steiermark,Strauss 2016 Classic Pinot Blanc (Steiermark),Pinot Blanc,Strauss
24782,2016,France,Bordeaux Blanc,,85,20.0,Bordeaux,Château de la Vieille Tour 2016 Bordeaux Blanc,Bordeaux-style White Blend,Château de la Vieille Tour
24783,2016,Chile,,,82,12.0,Casablanca Valley,Albamar 2016 Chardonnay (Casablanca Valley),Chardonnay,Albamar
24784,2016,France,Alsace,Les Natures,90,25.0,Alsace,Jean-Baptiste Adam 2016 Les Natures Gewurztraminer (Alsace),Gewürztraminer,Jean-Baptiste Adam
24785,2016,Italy,Lugana,Selva,91,33.0,Lombardy,Selva Capuzza 2016 Selva (Lugana),Turbiana,Selva Capuzza
24786,2016,Chile,,EQ Coastal,90,20.0,Casablanca Valley,Matetic 2016 EQ Coastal Sauvignon Blanc (Casablanca Valley),Sauvignon Blanc,Matetic
24787,2016,France,Blaye Côtes de Bordeaux,Château les Jouberts Prestige,86,13.0,Bordeaux,Les Vignerons de Tutiac 2016 Château les Jouberts Prestige (Blaye Côtes de Bordeaux),Bordeaux-style White Blend,Les Vignerons de Tutiac
24788,2016,US,Sonoma County,Riviera,88,40.0,California,VGS Chateau Potelle 2016 Riviera Rosé (Sonoma County),Rosé,VGS Chateau Potelle
24789,2016,Portugal,,Loios Branco,85,10.0,Alentejano,J. Portugal Ramos 2016 Loios Branco White (Alentejano),Portuguese White,J. Portugal Ramos
24790,2016,Austria,,,90,13.0,Burgenland,Zantho 2016 Muskat Ottonel (Burgenland),Muskat Ottonel,Zantho
24791,2016,France,Muscadet Sèvre et Maine,Château de la Gravelle Sur Lie,87,17.0,Loire Valley,Véronique Günther-Chereau 2016 Château de la Gravelle Sur Lie (Muscadet Sèvre et Maine),Melon,Véronique Günther-Chereau
24792,2016,US,Finger Lakes,Joy Dry,87,17.0,New York,Inspire Moore 2016 Joy Dry Riesling (Finger Lakes),Riesling,Inspire Moore
24793,2016,US,California Other,,88,21.0,California,Meiomi 2016 Chardonnay,Chardonnay,Meiomi
24795,2016,France,Bordeaux Blanc,,88,17.0,Bordeaux,Château Timberlay 2016 Bordeaux Blanc,Bordeaux-style White Blend,Château Timberlay
24796,2016,Austria,,Langenlois,91,20.0,Kamptal,Loimer 2016 Langenlois Grüner Veltliner (Kamptal),Grüner Veltliner,Loimer
24797,2016,New Zealand,,Private Bin,90,14.0,Marlborough,Villa Maria 2016 Private Bin Sauvignon Blanc (Marlborough),Sauvignon Blanc,Villa Maria
24798,2016,Italy,Dolcetto d'Alba,,87,15.0,Piedmont,Pertinace 2016 Dolcetto d'Alba,Dolcetto,Pertinace
24799,2016,US,Santa Barbara County,,89,18.0,California,Lucas & Lewellen 2016 Sauvignon Blanc (Santa Barbara County),Sauvignon Blanc,Lucas & Lewellen
24800,2016,Portugal,,Faisão,85,8.0,Vinho Verde,Enoport 2016 Faisão White (Vinho Verde),Portuguese White,Enoport
24801,2016,France,Alsace,Cuvée Particulière,89,,Alsace,Wunsch & Mann 2016 Cuvée Particulière Pinot Blanc (Alsace),Pinot Blanc,Wunsch & Mann
24802,2016,US,Lodi,Rosé of,84,12.0,California,McManis 2016 Rosé of Pinot Noir (Lodi),Pinot Noir,McManis
24803,2016,France,Beaujolais,,84,11.0,Beaujolais,Château de Pizay 2016 Beaujolais,Gamay,Château de Pizay
24804,2016,Portugal,,Encostas do Douro,88,9.0,Douro,Caves Velhas 2016 Encostas do Douro White (Douro),Portuguese White,Caves Velhas
24805,2016,US,Amador County,,88,20.0,California,Renwood 2016 Rosé (Amador County),Rosé,Renwood
24806,2016,US,Finger Lakes,STV Estate Vineyard Dry Pinot Noir,88,18.0,New York,Silver Thread 2016 STV Estate Vineyard Dry Pinot Noir Rosé (Finger Lakes),Rosé,Silver Thread
24807,2016,France,Côtes de Provence,Nautiqa,85,12.0,Provence,Château de Brigue 2016 Nautiqa Rosé (Côtes de Provence),Rosé,Château de Brigue
24808,2016,Portugal,,Monte do Carrapatelo Colheita Seleccionada,90,18.0,Alentejano,Luis Duarte 2016 Monte do Carrapatelo Colheita Seleccionada White (Alentejano),Portuguese White,Luis Duarte
24809,2016,Italy,Greco di Tufo,Altavilla,89,,Southern Italy,Villa Matilde 2016 Altavilla (Greco di Tufo),Greco,Villa Matilde
24810,2016,US,Paso Robles,Mill Road Vineyard,87,26.0,California,Eberle 2016 Mill Road Vineyard Viognier (Paso Robles),Viognier,Eberle
24811,2016,Portugal,,Touriga Nacional,85,10.0,Tejo,Quinta da Alorna 2016 Touriga Nacional Rosé (Tejo),Rosé,Quinta da Alorna
24812,2016,US,Central Coast,,85,12.0,California,SeaGlass 2016 Riesling (Central Coast),Riesling,SeaGlass
24813,2016,US,Dunnigan Hills,,89,16.0,California,Tinto Rey 2016 Rosé (Dunnigan Hills),Rosé,Tinto Rey
24814,2016,Spain,Navarra,Edición Rosa,86,18.0,Northern Spain,Príncipe de Viana 2016 Edición Rosa Rosado (Navarra),Rosado,Príncipe de Viana
24815,2016,Italy,Valdobbiadene Prosecco Superiore,Millesimato Cuvée Tenuta Val de Brun Extra Dry,88,20.0,Veneto,Astoria 2016 Millesimato Cuvée Tenuta Val de Brun Extra Dry (Valdobbiadene Prosecco Superiore),Glera,Astoria
