vintage,country,county,designation,points,price,province,title,variety,winery
1/1/2015,US,Dry Creek Valley,Lee's,90,28,California,MacLaren 2015 Lee's Sauvignon Blanc (Dry Creek Valley),Sauvignon Blanc,MacLaren
1/1/2015,US,Santa Barbara,Verna's Vineyard Reserve,92,32,California,City Winery Chicago 2015 Verna's Vineyard Reserve Pinot Noir (Santa Barbara),Pinot Noir,City Winery Chicago
1/1/2015,France,Rosé d'Anjou,La Roseraie,83,11,Loire Valley,Marquis de Goulaine 2015 La Roseraie (Rosé d'Anjou),Rosé,Marquis de Goulaine
1/1/2015,Italy,Sicilia,Fileno,88,,Sicily & Sardinia,CVA CanicattÃ¬ 2015 Fileno Grillo (Sicilia),Grillo,CVA CanicattÃ¬
1/1/2015,US,Eola-Amity Hills,Orchard Fold Vineyard,92,24,Oregon,Brooks 2015 Orchard Fold Vineyard Riesling (Eola-Amity Hills),Riesling,Brooks
1/1/2015,US,Templeton Gap District,Field Day,87,28,California,ONX 2015 Field Day White (Templeton Gap District),White Blend,ONX
1/1/2015,France,Moulis-en-Médoc,,91,35,Bordeaux,Château Gressier Grand Poujeaux 2015 Moulis-en-Médoc,Bordeaux-style Red Blend,Château Gressier Grand Poujeaux
1/1/2015,Spain,Cariñena,Wine Wings Garnacha,87,18,Northern Spain,Ignacio Marín 2015 Wine Wings Garnacha Rosé (Cariñena),Rosé,Ignacio Marín
1/1/2015,France,Sancerre,Les Pierris,88,20,Loire Valley,Domaine Roger Champault 2015 Les Pierris (Sancerre),Sauvignon Blanc,Domaine Roger Champault
1/1/2015,US,Columbia Valley (WA),And Why Am I Mr. Pink Rosé of,88,12,Washington,Underground Wine Project 2015 And Why Am I Mr. Pink Rosé of Sangiovese (Columbia Valley (WA)),Sangiovese,Underground Wine Project
1/1/2015,US,Sta. Rita Hills,Here and Heaven John Sebastiano Vineyard,93,55,California,La Voix 2015 Here and Heaven John Sebastiano Vineyard Chardonnay (Sta. Rita Hills),Chardonnay,La Voix
1/1/2015,Austria,,Fass 4,90,32,Wagram,Bernhard Ott 2015 Fass 4 Grüner Veltliner (Wagram),Grüner Veltliner,Bernhard Ott
1/1/2015,Portugal,,Vale de Poupa Galego Branco,89,36,Douro,Secret Spot Wines 2015 Vale de Poupa Galego Branco Moscatel (Douro),Moscatel,Secret Spot Wines
1/1/2015,US,Dundee Hills,Dry,86,19,Oregon,Lemelson 2015 Dry Riesling (Dundee Hills),Riesling,Lemelson
1/1/2015,US,Russian River Valley,GSM,90,24,California,Crux 2015 GSM Rosé (Russian River Valley),Rosé,Crux
1/1/2015,Australia,McLaren Vale,The Gaffer,87,26,South Australia,Mr. Riggs 2015 The Gaffer Shiraz (McLaren Vale),Shiraz,Mr. Riggs
1/1/2015,France,Alsace,Zinnkoepfle Grand Cru,92,28,Alsace,La Cave des Vignerons de Pfaffenheim 2015 Zinnkoepfle Grand Cru Riesling (Alsace),Riesling,La Cave des Vignerons de Pfaffenheim
1/1/2015,Italy,Bolgheri,Achenio,86,32,Tuscany,Campo alla Sughera 2015 Achenio White (Bolgheri),White Blend,Campo alla Sughera
1/1/2015,Spain,Bierzo,,91,32,Northern Spain,Losada 2015 Godello (Bierzo),Godello,Losada
1/1/2015,Portugal,,Premium,87,16,Tejo,Fiuza 2015 Premium Sauvignon Blanc (Tejo),Sauvignon Blanc,Fiuza
1/1/2015,Italy,Vernaccia di San Gimignano,Ori Riserva,86,14,Tuscany,Il Palagione 2015 Ori Riserva (Vernaccia di San Gimignano),Vernaccia,Il Palagione
1/1/2015,Spain,Alella,Privat PB,87,14,Catalonia,Alta Alella 2015 Privat PB Pansa Blanca (Alella),Pansa Blanca,Alta Alella
1/1/2015,US,Texas High Plains,Reddy Vineyard,87,18,Texas,Brennan 2015 Reddy Vineyard Roussanne (Texas High Plains),Roussanne,Brennan
1/1/2015,US,California,,87,13,California,Bar Dog 2015 Cabernet Sauvignon (California),Cabernet Sauvignon,Bar Dog
1/1/2015,New Zealand,,Estate,86,25,Martinborough,Murdoch James 2015 Estate Pinot Noir (Martinborough),Pinot Noir,Murdoch James
1/1/2015,Portugal,,Barrel Selection Branco,90,20,Tejo,Quinta da Lagoalva de Cima 2015 Barrel Selection Branco Sauvignon Blanc (Tejo),Sauvignon Blanc,Quinta da Lagoalva de Cima
1/1/2015,Italy,Terre Siciliane,Anita,85,20,Sicily & Sardinia,Tenuta dei Mille 2015 Anita Grillo (Terre Siciliane),Grillo,Tenuta dei Mille
1/1/2015,Germany,,,86,9,Rheinhessen,Schmitt Söhne 2015 Riesling (Rheinhessen),Riesling,Schmitt Söhne
1/1/2015,US,Columbia Valley (WA),,88,12,Washington,Cavatappi 2015 Pinot Grigio (Columbia Valley (WA)),Pinot Grigio,Cavatappi
1/1/2015,US,Monterey,Rose of,88,,California,South Coast 2015 Rose of Cabernet Sauvignon (Monterey),Cabernet Sauvignon,South Coast
1/1/2015,France,Pouilly-Fuissé,Vers Chanes,91,44,Burgundy,Rijckaert 2015 Vers Chanes (Pouilly-Fuissé),Chardonnay,Rijckaert
1/1/2015,Chile,,Zardoz,87,25,Maipo Valley,Indomita 2015 Zardoz Cabernet Sauvignon-Carmenère (Maipo Valley),Cabernet Sauvignon-Carmenère,Indomita
1/1/2015,France,Coteaux du Vendômois,Gris Bodin,88,14,Loire Valley,Domaine Patrice Colin 2015 Gris Bodin Rosé (Coteaux du Vendômois),Rosé,Domaine Patrice Colin
1/1/2015,US,Santa Lucia Highlands,Sierra Mar Vineyard,92,54,California,Roar 2015 Sierra Mar Vineyard Pinot Noir (Santa Lucia Highlands),Pinot Noir,Roar
1/1/2015,Italy,Barco Reale di Carmignano,,89,12,Tuscany,Fattoria Ambra 2015 Barco Reale di Carmignano,Red Blend,Fattoria Ambra
1/1/2015,US,Adelaida District,Estate,90,50,California,Daou 2015 Estate Sauvignon Blanc (Adelaida District),Sauvignon Blanc,Daou
1/1/2015,Portugal,,Touriga Nacional-Alicante Bouschet,87,14,Tejo,Fiuza 2015 Touriga Nacional-Alicante Bouschet Red (Tejo),Portuguese Red,Fiuza
1/1/2015,Austria,,Langenloiser,90,25,Niederösterreich,Bründlmayer 2015 Langenloiser Rosé (Niederösterreich),Rosé,Bründlmayer
1/1/2015,US,Umpqua Valley,,90,24,Oregon,Reustle 2015 Grüner Veltliner (Umpqua Valley),Grüner Veltliner,Reustle
1/1/2015,France,Saint-Émilion,,90,26,Bordeaux,Château Cruzeau 2015 Saint-Émilion,Bordeaux-style Red Blend,Château Cruzeau
1/1/2015,US,Paso Robles,,88,18,California,EOS 2015 Zinfandel (Paso Robles),Zinfandel,EOS
1/1/2015,France,Menetou-Salon,Première Lune,89,20,Loire Valley,Domaine de l'Hermitage 2015 Première Lune (Menetou-Salon),Sauvignon Blanc,Domaine de l'Hermitage
1/1/2015,France,Côtes du Tarn,Syrah-Duras,87,12,Southwest France,Domaine D'en Ségur 2015 Syrah-Duras Red (Côtes du Tarn),Red Blend,Domaine D'en Ségur
1/1/2015,US,Santa Maria Valley,,91,18,California,J Wilkes 2015 Pinot Blanc (Santa Maria Valley),Pinot Blanc,J Wilkes
1/1/2015,US,Sonoma Valley,Annadel Gap Vineyard,90,36,California,Westwood 2015 Annadel Gap Vineyard White (Sonoma Valley),White Blend,Westwood
1/1/2015,US,Anderson Valley,Methode A L'Ancienne,93,32,California,Navarro 2015 Methode A L'Ancienne Pinot Noir (Anderson Valley),Pinot Noir,Navarro
1/1/2015,France,Alsace,,86,21,Alsace,Joseph Cattin 2015 Gewurztraminer (Alsace),Gewürztraminer,Joseph Cattin
1/1/2015,France,Vin de France,Les Fumées Blanches,85,16,France Other,François Lurton 2015 Les Fumées Blanches Rosé (Vin de France),Rosé,François Lurton
1/1/2015,US,Russian River Valley,Fog Veil,93,65,California,La Crema 2015 Fog Veil Pinot Noir (Russian River Valley),Pinot Noir,La Crema
1/1/2015,US,Russian River Valley,Reserve,87,45,California,Fritz 2015 Reserve Chardonnay (Russian River Valley),Chardonnay,Fritz
1/1/2015,US,Virginia,Wessex Hundred,88,32,Virginia,The Williamsburg Winery 2015 Wessex Hundred Petit Verdot (Virginia),Petit Verdot,The Williamsburg Winery
1/1/2015,France,Mâcon-Verze,Croix-Jarrier,88,25,Burgundy,Vignerons des Terres Secrètes 2015 Croix-Jarrier (Mâcon-Verze),Chardonnay,Vignerons des Terres Secrètes
1/1/2015,Spain,Vino de la Tierra de Castilla,Parcela 52,85,20,Central Spain,Finca Constancia 2015 Parcela 52 Verdejo (Vino de la Tierra de Castilla),Verdejo,Finca Constancia
1/1/2015,US,Columbia Gorge (WA),Calling Club Exclusive,90,48,Washington,Kerloo 2015 Calling Club Exclusive Chardonnay (Columbia Gorge (WA)),Chardonnay,Kerloo
1/1/2015,Spain,Rías Baixas,Esencia Diviña,91,23,Galicia,Adegas Gran Vinum 2015 Esencia Diviña Albariño (Rías Baixas),Albariño,Adegas Gran Vinum
1/1/2015,US,Central Coast,,86,16,California,Layer Cake 2015 Pinot Noir (Central Coast),Pinot Noir,Layer Cake
1/1/2015,US,Anderson Valley,Boontling,91,39,California,Phillips Hill 2015 Boontling Pinot Noir (Anderson Valley),Pinot Noir,Phillips Hill
1/1/2015,France,Bordeaux Rosé,,85,11,Bordeaux,Château de Blaignac 2015 Rosé (Bordeaux Rosé),Rosé,Château de Blaignac
1/1/2015,Portugal,,Quinta do Gradil,88,11,Lisboa,Parras Wines 2015 Quinta do Gradil Red (Lisboa),Portuguese Red,Parras Wines
1/1/2015,US,California,Glass Falls,87,10,California,Montevina 2015 Glass Falls Pinot Grigio (California),Pinot Grigio,Montevina
1/1/2015,US,San Benito County,Vista Verde Vineyard Late Harvest,88,40,California,Williams Selyem 2015 Vista Verde Vineyard Late Harvest Gewürztraminer (San Benito County),Gewürztraminer,Williams Selyem
1/1/2015,France,Cahors,Cèdre Héritage,86,15,Southwest France,Château du Cèdre 2015 Cèdre Héritage Malbec (Cahors),Malbec,Château du Cèdre
1/1/2015,Italy,Sicilia,Bianca di Corte,86,13,Sicily & Sardinia,Principe di Corleone 2015 Bianca di Corte White (Sicilia),White Blend,Principe di Corleone
1/1/2015,France,Alsace,Cuvée Méli-Mélo,89,12,Alsace,Willm 2015 Cuvée Méli-Mélo White (Alsace),Alsace white blend,Willm
1/1/2015,US,Sonoma Coast,Ridgetop Vineyard,94,59,California,Sojourn 2015 Ridgetop Vineyard Pinot Noir (Sonoma Coast),Pinot Noir,Sojourn
1/1/2015,US,Knights Valley,Equitem,94,30,California,Galerie 2015 Equitem Sauvignon Blanc (Knights Valley),Sauvignon Blanc,Galerie
1/1/2015,Austria,,Heiligenstein Reserve,93,34,Kamptal,Jurtschitsch 2015 Heiligenstein Reserve Riesling (Kamptal),Riesling,Jurtschitsch
1/1/2015,France,Côtes de Provence,Réserve du Château,83,16,Provence,Château Saint Baillon 2015 Réserve du Château Rosé (Côtes de Provence),Rosé,Château Saint Baillon
1/1/2015,Austria,,Spiegel,92,62,Wagram,Bernhard Ott 2015 Spiegel Grüner Veltliner (Wagram),Grüner Veltliner,Bernhard Ott
1/1/2015,US,Willamette Valley,,91,19,Oregon,Ponzi 2015 Pinot Gris (Willamette Valley),Pinot Gris,Ponzi
1/1/2015,Chile,,Coastal Mist Terroir Selection,90,21,Colchagua Valley,Casas del Toqui 2015 Coastal Mist Terroir Selection Sauvignon Blanc (Colchagua Valley),Sauvignon Blanc,Casas del Toqui
1/1/2015,France,Alsace,Réserve,90,20,Alsace,Domaine Weinbach 2015 Réserve Pinot Blanc (Alsace),Pinot Blanc,Domaine Weinbach
1/1/2015,France,Alsace,Affenberg,83,22,Alsace,Domaine Fritz Schmitt 2015 Affenberg Pinot Gris (Alsace),Pinot Gris,Domaine Fritz Schmitt
1/1/2015,US,Horse Heaven Hills,Reserve,90,26,Washington,Columbia Crest 2015 Reserve Chardonnay (Horse Heaven Hills),Chardonnay,Columbia Crest
1/1/2015,Spain,Rioja,Rioja Bordón,85,10,Northern Spain,Bodegas Franco-Españolas 2015 Rioja Bordón Rosé (Rioja),Rosé,Bodegas Franco-Españolas
1/1/2015,Germany,,Kreuznacher St Martin Spätlese,89,22,Nahe,SJ Montigny 2015 Kreuznacher St Martin Spätlese Gewürztraminer (Nahe),Gewürztraminer,SJ Montigny
1/1/2015,Brazil,,Macaw Soft,80,15,Serra Gaúcha,Casa Perini 2015 Macaw Soft Tannat (Serra Gaúcha),Tannat,Casa Perini
1/1/2015,Uruguay,,B6 Parcela Ãšnica,92,43,Canelones,Bouza 2015 B6 Parcela Ãšnica Tannat (Canelones),Tannat,Bouza
1/1/2015,Bulgaria,,Veni Vidi Vici,87,9,Thracian Valley,Vini 2015 Veni Vidi Vici Sauvignon Blanc (Thracian Valley),Sauvignon Blanc,Vini
1/1/2015,France,Mercurey,Château de Chamirey Clos du Roi Premier Cru,92,50,Burgundy,Domaines Devillard 2015 Château de Chamirey Clos du Roi Premier Cru (Mercurey),Pinot Noir,Domaines Devillard
1/1/2015,France,Côtes de Provence,Esprit Gassier,86,19,Provence,Gassier 2015 Esprit Gassier Rosé (Côtes de Provence),Rosé,Gassier
1/1/2015,Austria,,Heiligenstein,95,54,Kamptal,Schloss Gobelsburg 2015 Heiligenstein Riesling (Kamptal),Riesling,Schloss Gobelsburg
1/1/2015,France,Côtes de Provence,Eloge,87,25,Provence,Domaine de la Croix 2015 Eloge Rosé (Côtes de Provence),Rosé,Domaine de la Croix
1/1/2015,Italy,Soave,,85,,Veneto,Marcello Turra 2015 Soave,Garganega,Marcello Turra
1/1/2015,France,Côtes de Provence,,88,25,Provence,Château Saint-Maur 2015 Rosé (Côtes de Provence),Rosé,Château Saint-Maur
1/1/2015,US,Willamette Valley,Divertimento Estate Vineyard Pinot Noir,86,20,Oregon,Coelho 2015 Divertimento Estate Vineyard Pinot Noir Rosé (Willamette Valley),Rosé,Coelho
1/1/2015,France,Bordeaux Rosé,,86,15,Bordeaux,Château Thieuley 2015 Rosé (Bordeaux Rosé),Rosé,Château Thieuley
1/1/2015,Chile,,,88,14,Colchagua Valley,Calcu 2015 Sauvignon Blanc (Colchagua Valley),Sauvignon Blanc,Calcu
1/1/2015,US,Willamette Valley,Estate,90,16,Oregon,Provincial Vineyards 2015 Estate Pinot Gris (Willamette Valley),Pinot Gris,Provincial Vineyards
1/1/2015,US,Finger Lakes,Dry,90,15,New York,Dr. Konstantin Frank 2015 Dry Riesling (Finger Lakes),Riesling,Dr. Konstantin Frank
1/1/2015,France,Côtes du Rhône,,86,15,Rhône Valley,Rive Droite Rive Gauche 2015 White (Côtes du Rhône),Rhône-style White Blend,Rive Droite Rive Gauche
1/1/2015,Spain,Cava,Mirgin Rosé Reserva Brut Nature,89,22,Catalonia,Alta Alella 2015 Mirgin Rosé Reserva Brut Nature Sparkling (Cava),Sparkling Blend,Alta Alella
1/1/2015,France,Bordeaux,,86,22,Bordeaux,Château Fleur la Forge 2015 Bordeaux,Bordeaux-style Red Blend,Château Fleur la Forge
1/1/2015,Australia,Adelaide Hills,Croft,90,55,South Australia,Henschke 2015 Croft Chardonnay (Adelaide Hills),Chardonnay,Henschke
1/1/2015,France,Castillon Côtes de Bordeaux,,91,19,Bordeaux,Château Tertre de Belvès 2015 Castillon Côtes de Bordeaux,Bordeaux-style Red Blend,Château Tertre de Belvès
1/1/2015,France,Cadillac Côtes de Bordeaux,,88,24,Bordeaux,Château des Mille Anges 2015 Cadillac Côtes de Bordeaux,Bordeaux-style Red Blend,Château des Mille Anges
1/1/2015,Portugal,,Companhia das Lezirias 1836 Grande Reserva Branco,93,77,Tejo,Wines & Winemakers 2015 Companhia das Lezirias 1836 Grande Reserva Branco Fernão Pires (Tejo),Fernão Pires,Wines & Winemakers
1/1/2015,France,Bordeaux Rosé,La Grande Cuvée,87,12,Bordeaux,Dourthe 2015 La Grande Cuvée Rosé (Bordeaux Rosé),Rosé,Dourthe
1/1/2015,France,Bordeaux Supérieur,,83,20,Bordeaux,Château Sainte Barbe 2015 Bordeaux Supérieur,Bordeaux-style Red Blend,Château Sainte Barbe
1/1/2015,Uruguay,,Las Brujas,87,22,Canelones,Gimenez Mendez 2015 Las Brujas Red (Canelones),Red Blend,Gimenez Mendez
1/1/2015,Italy,Terre Siciliane,Delicio,88,,Sicily & Sardinia,CVA CanicattÃ¬ 2015 Delicio Rosato (Terre Siciliane),Rosato,CVA CanicattÃ¬
1/1/2015,US,Willamette Valley,Gloria Anne,88,15,Oregon,Abiqua Wind 2015 Gloria Anne Gewürztraminer (Willamette Valley),Gewürztraminer,Abiqua Wind
1/1/2015,Italy,Terre Siciliane,Muddichi di Suli,86,23,Sicily & Sardinia,Al-Cantàra 2015 Muddichi di Suli Nerello Mascalese (Terre Siciliane),Nerello Mascalese,Al-Cantàra
1/1/2015,Spain,Getariako Txakolina,,87,17,Northern Spain,Finca Jakue 2015 White (Getariako Txakolina),White Blend,Finca Jakue
1/1/2015,Portugal,,Mula Velha Premium Branco,88,15,Lisboa,Parras Wines 2015 Mula Velha Premium Branco White (Lisboa),Portuguese White,Parras Wines
1/1/2015,Chile,,Viejas Tinajas,84,43,Itata Valley,De Martino 2015 Viejas Tinajas Muscat (Itata Valley),Muscat,De Martino
1/1/2015,Austria,,Kremser Wachtberg Reserve,89,24,Kremstal,Winzer Krems 2015 Kremser Wachtberg Reserve Grüner Veltliner (Kremstal),Grüner Veltliner,Winzer Krems
1/1/2015,US,Amador County,Deaver Vineyard,89,30,California,Terra d'Oro 2015 Deaver Vineyard Zinfandel (Amador County),Zinfandel,Terra d'Oro
1/1/2015,US,Willamette Valley,,88,22,Oregon,Spindrift Cellars 2015 Pinot Noir (Willamette Valley),Pinot Noir,Spindrift Cellars
1/1/2015,Moldova,,Château d'Or Sparkling Rose,85,9,Moldova,Lion-Gri 2015 Château d'Or Sparkling Rose Muscat (Moldova),Muscat,Lion-Gri
1/1/2015,France,Bordeaux Supérieur,Grande Sélection,86,17,Bordeaux,Château Penin 2015 Grande Sélection (Bordeaux Supérieur),Bordeaux-style Red Blend,Château Penin
1/1/2015,Australia,King Valley,Frasca's Lane Vineyard,85,20,Victoria,Nugan Family Estates 2015 Frasca's Lane Vineyard Chardonnay (King Valley),Chardonnay,Nugan Family Estates
1/1/2015,Australia,South Australia,The Chook,89,20,South Australia,The Black Chook 2015 The Chook Shiraz-Viognier (South Australia),Shiraz-Viognier,The Black Chook
1/1/2015,Italy,Moscato d'Asti,La Caliera,88,14,Piedmont,Borgo Maragliano 2015 La Caliera (Moscato d'Asti),Moscato,Borgo Maragliano
1/1/2015,France,Bordeaux Supérieur,,87,13,Bordeaux,Château Meillier 2015 Bordeaux Supérieur,Bordeaux-style Red Blend,Château Meillier
1/1/2015,Italy,Greco di Tufo,,88,22,Southern Italy,Vadiaperti 2015 Greco di Tufo,Greco,Vadiaperti
1/1/2015,France,Mâcon-Villages,L'Oeuvre de Perraud,87,25,Burgundy,Domaine Perraud 2015 L'Oeuvre de Perraud (Mâcon-Villages),Chardonnay,Domaine Perraud
1/1/2015,US,Willamette Valley,Pinot Noir,87,22,Oregon,Ponzi 2015 Pinot Noir Rosé (Willamette Valley),Rosé,Ponzi
1/1/2015,US,Willamette Valley,,91,24,Oregon,The Four Graces 2015 Pinot Blanc (Willamette Valley),Pinot Blanc,The Four Graces
1/1/2015,France,Blaye Côtes de Bordeaux,Prélude No. 15,90,34,Bordeaux,Château le Grand Moulin 2015 Prélude No. 15 (Blaye Côtes de Bordeaux),Bordeaux-style Red Blend,Château le Grand Moulin
1/1/2015,US,Arroyo Grande Valley,Reserve du Domaine,92,42,California,Laetitia 2015 Reserve du Domaine Pinot Noir (Arroyo Grande Valley),Pinot Noir,Laetitia
1/1/2015,US,Paso Robles,Patelin de Tablas,91,25,California,Tablas Creek 2015 Patelin de Tablas Rosé (Paso Robles),Rosé,Tablas Creek
1/1/2015,US,Lodi,,86,12,California,Ironstone 2015 Cabernet Franc (Lodi),Cabernet Franc,Ironstone
1/1/2015,France,Saint-Amour,Clos de la Brosse,90,21,Beaujolais,Terroirs et Talents 2015 Clos de la Brosse (Saint-Amour),Gamay,Terroirs et Talents
1/1/2015,France,Blaye Côtes de Bordeaux,Excellence,90,17,Bordeaux,Château Le Cap 2015 Excellence (Blaye Côtes de Bordeaux),Bordeaux-style Red Blend,Château Le Cap
1/1/2015,Italy,Barbera d'Alba Superiore,,89,25,Piedmont,Mirafiore 2015 Barbera d'Alba Superiore,Barbera,Mirafiore
1/1/2015,Germany,,Enkircher Steffensberg Kabinett Feinherb,90,38,Mosel,Villa Huesgen 2015 Enkircher Steffensberg Kabinett Feinherb Riesling (Mosel),Riesling,Villa Huesgen
1/1/2015,France,Vin de France,,84,11,France Other,L'original French Kiss 2015 Sauvignon Blanc (Vin de France),Sauvignon Blanc,L'original French Kiss
1/1/2015,Austria,,Classic,91,16,Carnuntum,Netzl 2015 Classic Zweigelt (Carnuntum),Zweigelt,Netzl
1/1/2015,US,Napa Valley,,90,42,California,Pride Mountain 2015 Chardonnay (Napa Valley),Chardonnay,Pride Mountain
1/1/2015,France,Saint-Julien,L'Amiral de Beychevelle,92,60,Bordeaux,Château Beychevelle 2015 L'Amiral de Beychevelle (Saint-Julien),Bordeaux-style Red Blend,Château Beychevelle
1/1/2015,Spain,Rías Baixas,,88,25,Galicia,Mar de Frades 2015 Albariño (Rías Baixas),Albariño,Mar de Frades
1/1/2015,US,Finger Lakes,Unoaked,88,12,New York,Wagner 2015 Unoaked Chardonnay (Finger Lakes),Chardonnay,Wagner
1/1/2015,Spain,Terra Alta,Almodí Petit,87,12,Catalonia,Altavins 2015 Almodí Petit White (Terra Alta),White Blend,Altavins
1/1/2015,France,Gard,,84,9,Languedoc-Roussillon,Maison Nicolas 2015 Rosé (Gard),Rosé,Maison Nicolas
1/1/2015,US,Santa Lucia Highlands,Rosella's Vineyard,92,44,California,Loring Wine Company 2015 Rosella's Vineyard Chardonnay (Santa Lucia Highlands),Chardonnay,Loring Wine Company
1/1/2015,US,Dundee Hills,Original Vines,95,60,Oregon,The Eyrie Vineyards 2015 Original Vines Chardonnay (Dundee Hills),Chardonnay,The Eyrie Vineyards
1/1/2015,Portugal,,Terra de Touros,84,12,Tejo,Quinta do Casal Monteiro 2015 Terra de Touros Arinto (Tejo),Arinto,Quinta do Casal Monteiro
1/1/2015,Australia,Margaret River,Heytesbury,94,69,Western Australia,Vasse Felix 2015 Heytesbury Chardonnay (Margaret River),Chardonnay,Vasse Felix
1/1/2015,France,Bordeaux Supérieur,Sainte Radegonde,87,30,Bordeaux,Château Jean Faux 2015 Sainte Radegonde (Bordeaux Supérieur),Bordeaux-style Red Blend,Château Jean Faux
1/1/2015,US,Yolo County,,89,23,California,Berryessa Gap 2015 Sauvignon Blanc (Yolo County),Sauvignon Blanc,Berryessa Gap
1/1/2015,France,Pays d'Oc,Pot de Vin Syrah,83,11,Languedoc-Roussillon,Château Guilhem 2015 Pot de Vin Syrah Rosé (Pays d'Oc),Rosé,Château Guilhem
1/1/2015,Portugal,,,87,13,Vinho Verde,Vila Nova 2015 Loureiro (Vinho Verde),Loureiro,Vila Nova
1/1/2015,Portugal,,Selection,85,8,Tejo,Quinta da Lapa 2015 Selection White (Tejo),Portuguese White,Quinta da Lapa
1/1/2015,Italy,Moscato d'Asti,Primo Bacio,90,20,Piedmont,Scagliola 2015 Primo Bacio (Moscato d'Asti),Moscato,Scagliola
1/1/2015,Italy,Erice,,86,25,Sicily & Sardinia,Fazio 2015 Müller-Thurgau (Erice),Müller-Thurgau,Fazio
1/1/2015,Greece,,Kanenas,91,19,Greece,Tsantali 2015 Kanenas White (Greece),White Blend,Tsantali
1/1/2015,US,North Fork of Long Island,Estate Reserve,88,35,New York,One Woman 2015 Estate Reserve Sauvignon Blanc (North Fork of Long Island),Sauvignon Blanc,One Woman
1/1/2015,US,Santa Barbara County,Overture,88,22,California,Coda 2015 Overture Sauvignon Blanc (Santa Barbara County),Sauvignon Blanc,Coda
1/1/2015,France,Saint-Amour,,87,22,Beaujolais,Henry Fessy 2015 Saint-Amour,Gamay,Henry Fessy
1/1/2015,US,Lodi,,90,15,California,Klinker Brick 2015 Rosé (Lodi),Rosé,Klinker Brick
1/1/2015,Portugal,,Brigando,86,10,Lisboa,DFJ Vinhos 2015 Brigando Red (Lisboa),Portuguese Red,DFJ Vinhos
1/1/2015,US,Columbia Valley (WA),&,88,40,Washington,Browne Family Vineyards 2015 & Red (Columbia Valley (WA)),Red Blend,Browne Family Vineyards
1/1/2015,Australia,South Australia,Sparkling,89,18,South Australia,Paringa 2015 Sparkling Shiraz (South Australia),Shiraz,Paringa
1/1/2015,Italy,Isonzo del Friuli,,88,20,Northeastern Italy,Tenuta Luisa 2015 Friulano (Isonzo del Friuli),Friulano,Tenuta Luisa
1/1/2015,US,Central Coast,Wild Ferment,86,17,California,Broadside 2015 Wild Ferment Chardonnay (Central Coast),Chardonnay,Broadside
1/1/2015,US,Sonoma Coast,Walala Vineyard,93,69,California,Sojourn 2015 Walala Vineyard Pinot Noir (Sonoma Coast),Pinot Noir,Sojourn
1/1/2015,France,Moulin-à-Vent,Flower Label,87,20,Beaujolais,Georges Duboeuf 2015 Flower Label (Moulin-à-Vent),Gamay,Georges Duboeuf
1/1/2015,US,Oregon,Becklin Vineyards,92,37,Oregon,Dowsett Family 2015 Becklin Vineyards Pinot Noir (Oregon),Pinot Noir,Dowsett Family
1/1/2015,US,Horse Heaven Hills,The Expedition,88,16,Washington,Canoe Ridge 2015 The Expedition Red (Horse Heaven Hills),Red Blend,Canoe Ridge
1/1/2015,US,Lake County,,87,18,California,Chacewater 2015 Sauvignon Blanc (Lake County),Sauvignon Blanc,Chacewater
1/1/2015,US,Paso Robles,Summit Creek,89,19,California,Opolo 2015 Summit Creek Zinfandel (Paso Robles),Zinfandel,Opolo
1/1/2015,Portugal,,3 Castas,87,12,Tejo,Fiuza 2015 3 Castas Red (Tejo),Portuguese Red,Fiuza
1/1/2015,Italy,Soave Classico,,87,15,Veneto,Monte del Frà 2015 Soave Classico,Garganega,Monte del Frà
1/1/2015,Chile,,Reserva,84,13,Maule Valley,Apaltagua 2015 Reserva Rosé (Maule Valley),Rosé,Apaltagua
1/1/2015,France,Alsace,Prestige,88,13,Alsace,Cave de Cleebourg 2015 Prestige Riesling (Alsace),Riesling,Cave de Cleebourg
1/1/2015,US,Sta. Rita Hills,Fonte,93,36,California,Barden 2015 Fonte White (Sta. Rita Hills),White Blend,Barden
1/1/2015,Argentina,Uco Valley,Reserva Estate,85,12,Mendoza Province,Finca El Origen 2015 Reserva Estate Malbec (Uco Valley),Malbec,Finca El Origen
1/1/2015,Argentina,,Finca Los Primos,86,12,Mendoza Province,Valentin Bianchi 2015 Finca Los Primos Torrontés,Torrontés,Valentin Bianchi
1/1/2015,France,Côtes de Gascogne,Terres Blanches,87,12,Southwest France,Domaine Chiroulet 2015 Terres Blanches White (Côtes de Gascogne),White Blend,Domaine Chiroulet
1/1/2015,US,Finger Lakes,,88,16,New York,Standing Stone 2015 Chardonnay (Finger Lakes),Chardonnay,Standing Stone
1/1/2015,Austria,,Von den Rieden,89,20,Weinviertel,H. & M. Hofer 2015 Von den Rieden Grüner Veltliner (Weinviertel),Grüner Veltliner,H. & M. Hofer
1/1/2015,US,Russian River Valley,,88,30,California,J Vineyards & Winery 2015 Chardonnay (Russian River Valley),Chardonnay,J Vineyards & Winery
1/1/2015,France,Chablis,Domaine Long-Depaquit Les Vaillons Premier Cru,93,45,Burgundy,Albert Bichot 2015 Domaine Long-Depaquit Les Vaillons Premier Cru (Chablis),Chardonnay,Albert Bichot
1/1/2015,France,Brouilly,Château de Saint Lager,89,16,Beaujolais,Château de Pizay 2015 Château de Saint Lager (Brouilly),Gamay,Château de Pizay
