vintage,country,county,designation,points,price,province,title,variety,winery
2015-01-01,Austria,,Carnuntum Cuvée,91,17.00,Carnuntum,Netzl 2015 Carnuntum Cuvée Red (Carnuntum),Red Blend,Netzl
2015-01-01,France,Chablis,Côte de Lechet Premier Cru,92,30.00,Burgundy,Domaine Chenevières 2015 Côte de Lechet Premier Cru (Chablis),Chardonnay,Domaine Chenevières
2015-01-01,US,Willamette Valley,Gravel Road,89,30.00,Oregon,Roco 2015 Gravel Road Pinot Noir (Willamette Valley),Pinot Noir,Roco
2015-01-01,US,Virginia,,85,20.00,Virginia,New Kent 2015 Chardonnay (Virginia),Chardonnay,New Kent
2015-01-01,Argentina,Mendoza,Finca Lalande,87,16.00,Mendoza Province,Domaine Bousquet 2015 Finca Lalande Cabernet Sauvignon (Mendoza),Cabernet Sauvignon,Domaine Bousquet
2015-01-01,Austria,,Kreuzgang,92,39.00,Wagram,Anton Bauer 2015 Kreuzgang Chardonnay (Wagram),Chardonnay,Anton Bauer
2015-01-01,France,Côtes de Provence,No 2 de Saint-Martin,83,18.00,Provence,Château de Saint Martin 2015 No 2 de Saint-Martin Rosé (Côtes de Provence),Rosé,Château de Saint Martin
2015-01-01,France,Beaujolais-Villages,,89,,Beaujolais,Domaines Dominique Piron 2015 Beaujolais-Villages,Gamay,Domaines Dominique Piron
2015-01-01,France,Saint-Julien,L'Amiral de Beychevelle,92,60.00,Bordeaux,Château Beychevelle 2015 L'Amiral de Beychevelle (Saint-Julien),Bordeaux-style Red Blend,Château Beychevelle
2015-01-01,Austria,,Brindlbach,87,,Thermenregion,Biegler 2015 Brindlbach Rotgipfler (Thermenregion),Rotgipfler,Biegler
2015-01-01,Spain,Rioja,Alavesa,86,15.00,Northern Spain,Casado Morales 2015 Alavesa Viura (Rioja),Viura,Casado Morales
2015-01-01,US,Finger Lakes,0 Degrees of Riesling Dry,85,16.00,New York,Three Brothers 2015 0 Degrees of Riesling Dry Riesling (Finger Lakes),Riesling,Three Brothers
2015-01-01,Portugal,,Portal do Fidalgo,92,16.00,Vinho Verde,Provam 2015 Portal do Fidalgo Alvarinho (Vinho Verde),Alvarinho,Provam
2015-01-01,Spain,Navarra,,85,18.00,Northern Spain,Finca Albret 2015 Garnacha (Navarra),Garnacha,Finca Albret
2015-01-01,Greece,,,89,22.00,Cephalonia,Gentilini 2015 Robola (Cephalonia),Robola,Gentilini
2015-01-01,Uruguay,,Reserve Collection Blanc de Noir,84,20.00,Canelones,Marichal 2015 Reserve Collection Blanc de Noir Rosé (Canelones),Rosé,Marichal
2015-01-01,Spain,Vino de la Tierra de Castilla,,80,9.00,Central Spain,Love 2015 Chardonnay (Vino de la Tierra de Castilla),Chardonnay,Love
2015-01-01,France,Alsace,Eichberg Grand Cru,93,49.00,Alsace,Domaine Zinck 2015 Eichberg Grand Cru Riesling (Alsace),Riesling,Domaine Zinck
2015-01-01,Italy,Soave Classico,Vigneti di Foscarino,88,,Veneto,Inama 2015 Vigneti di Foscarino (Soave Classico),Garganega,Inama
2015-01-01,US,Chehalem Mountains,Équinoxe Reserve,92,80.00,Oregon,Le Cadeau 2015 Équinoxe Reserve Pinot Noir (Chehalem Mountains),Pinot Noir,Le Cadeau
2015-01-01,Spain,Rioja,Ganko,93,40.00,Northern Spain,Olivier Rivière 2015 Ganko (Rioja),Red Blend,Olivier Rivière
2015-01-01,Spain,Bierzo,Casar,88,,Northern Spain,Casar de Burbia 2015 Casar Godello (Bierzo),Godello,Casar de Burbia
2015-01-01,US,Santa Barbara County,,88,20.00,California,Archium 2015 Rosé (Santa Barbara County),Rosé,Archium
2015-01-01,France,Chiroubles,Domaine des Pontheux,89,19.00,Beaujolais,Georges Duboeuf 2015 Domaine des Pontheux (Chiroubles),Gamay,Georges Duboeuf
2015-01-01,France,Cadillac Côtes de Bordeaux,Clos Bourbon,88,18.00,Bordeaux,Château Ducros 2015 Clos Bourbon (Cadillac Côtes de Bordeaux),Bordeaux-style Red Blend,Château Ducros
2015-01-01,Bulgaria,,,89,11.00,Danube River Plains,Bulgariana 2015 Gamza (Danube River Plains),Gamza,Bulgariana
2015-01-01,Spain,Montsant,Junior,85,15.00,Catalonia,Tossals 2015 Junior Red (Montsant),Rhône-style Red Blend,Tossals
2015-01-01,France,Côtes de Gascogne,,85,9.00,Southwest France,Domaine du Touja 2015 White (Côtes de Gascogne),White Blend,Domaine du Touja
2015-01-01,Italy,Vernaccia di San Gimignano,Le Grillaie,87,12.00,Tuscany,Melini 2015 Le Grillaie (Vernaccia di San Gimignano),Vernaccia,Melini
2015-01-01,US,San Luis Obispo County,,88,22.00,California,Bishop's Peak 2015 Pinot Noir (San Luis Obispo County),Pinot Noir,Bishop's Peak
2015-01-01,France,Alsace,,87,14.00,Alsace,Paul Blanck 2015 Pinot Blanc (Alsace),Pinot Blanc,Paul Blanck
2015-01-01,France,Sancerre,La Côte des Monts Damnés,93,35.00,Loire Valley,Henri Bourgeois 2015 La Côte des Monts Damnés (Sancerre),Sauvignon Blanc,Henri Bourgeois
2015-01-01,US,Red Hills Lake County,,87,24.00,California,Vigilance 2015 Cabernet Sauvignon (Red Hills Lake County),Cabernet Sauvignon,Vigilance
2015-01-01,US,Santa Maria Valley,Bien Nacido Vineyard,94,45.00,California,Beckon 2015 Bien Nacido Vineyard Pinot Noir (Santa Maria Valley),Pinot Noir,Beckon
2015-01-01,France,Savigny-lès-Beaune,Aux Clous Premier Cru,93,,Burgundy,Albert Bichot 2015 Aux Clous Premier Cru (Savigny-lès-Beaune),Pinot Noir,Albert Bichot
2015-01-01,Austria,,Am Berg,90,22.00,Niederösterreich,Bernhard Ott 2015 Am Berg Grüner Veltliner (Niederösterreich),Grüner Veltliner,Bernhard Ott
2015-01-01,US,Applegate Valley,Spiral 36,92,28.00,Oregon,Cowhorn 2015 Spiral 36 White (Applegate Valley),Rhône-style White Blend,Cowhorn
2015-01-01,Italy,Collio,,87,25.00,Northeastern Italy,Castello di Spessa 2015 Ribolla Gialla (Collio),Ribolla Gialla,Castello di Spessa
2015-01-01,Italy,Chianti,Puro,87,14.00,Tuscany,Fattoria Lavacchio 2015 Puro (Chianti),Sangiovese,Fattoria Lavacchio
2015-01-01,France,Vin de France,,86,9.00,France Other,Café du Midi 2015 Moscato (Vin de France),Moscato,Café du Midi
2015-01-01,France,Beaujolais Blanc,Les Vignes de la Roche,87,23.00,Beaujolais,Château de Lavernette 2015 Les Vignes de la Roche (Beaujolais Blanc),Chardonnay,Château de Lavernette
2015-01-01,Italy,Moscato d'Asti,La Caliera,88,14.00,Piedmont,Borgo Maragliano 2015 La Caliera (Moscato d'Asti),Moscato,Borgo Maragliano
2015-01-01,US,Napa Valley,Black Chicken,93,48.00,California,Robert Biale 2015 Black Chicken Zinfandel (Napa Valley),Zinfandel,Robert Biale
2015-01-01,US,Santa Barbara County,Los Alamos Vineyard,93,35.00,California,Chanin 2015 Los Alamos Vineyard Chardonnay (Santa Barbara County),Chardonnay,Chanin
2015-01-01,US,Sta. Rita Hills,,92,40.00,California,Weatherborne 2015 Pinot Noir (Sta. Rita Hills),Pinot Noir,Weatherborne
2015-01-01,Germany,,Trarbachr Burgberg Kabinett,89,30.00,Mosel,Richard Böcking 2015 Trarbachr Burgberg Kabinett Riesling (Mosel),Riesling,Richard Böcking
2015-01-01,Uruguay,,Domaine Castelar Vineyard,89,40.00,Canelones,Familia Deicas 2015 Domaine Castelar Vineyard Tannat (Canelones),Tannat,Familia Deicas
2015-01-01,France,Gaillac,Duras-Braucol,88,16.00,Southwest France,Lionel Osmin & Cie 2015 Duras-Braucol Red (Gaillac),Red Blend,Lionel Osmin & Cie
2015-01-01,US,Columbia Valley (WA),,88,20.00,Washington,Nine Hats 2015 Red (Columbia Valley (WA)),Red Blend,Nine Hats
2015-01-01,France,Bergerac,,90,13.00,Southwest France,Château le Payral 2015 Red (Bergerac),Bordeaux-style Red Blend,Château le Payral
2015-01-01,Portugal,,Reserva,85,10.00,Douro,Quinta dos Avidagos 2015 Reserva Red (Douro),Portuguese Red,Quinta dos Avidagos
2015-01-01,France,Juliénas,Les Cerisiers Vieilles Vignes,92,22.00,Beaujolais,Pascal Aufranc 2015 Les Cerisiers Vieilles Vignes (Juliénas),Gamay,Pascal Aufranc
2015-01-01,Italy,Valdobbiadene Prosecco Superiore,Grand Cuvée del Fondatore Motus Vitae Rive San Pietro di Barbozza Brut Nature,89,26.00,Veneto,Bortolomiol 2015 Grand Cuvée del Fondatore Motus Vitae Rive San Pietro di Barbozza Brut Nature (Valdobbiadene Prosecco Superiore),Glera,Bortolomiol
2015-01-01,France,Vin de France,,83,10.00,France Other,J.P. Chenet 2015 Sauvignon Blanc (Vin de France),Sauvignon Blanc,J.P. Chenet
2015-01-01,US,Paso Robles,Oakenshield Vineyard,88,30.00,California,Castoro Cellars 2015 Oakenshield Vineyard Falanghina (Paso Robles),Falanghina,Castoro Cellars
2015-01-01,France,Castillon Côtes de Bordeaux,Cuvée Prevenche,88,16.00,Bordeaux,Château Terrasson 2015 Cuvée Prevenche (Castillon Côtes de Bordeaux),Bordeaux-style Red Blend,Château Terrasson
2015-01-01,New Zealand,,The Fusilier Proprietor's Reserve,92,79.00,Central Otago,Two Paddocks 2015 The Fusilier Proprietor's Reserve Pinot Noir (Central Otago),Pinot Noir,Two Paddocks
2015-01-01,US,Carneros,Toyon Farm,91,62.00,California,Saintsbury 2015 Toyon Farm Pinot Noir (Carneros),Pinot Noir,Saintsbury
2015-01-01,Romania,,Nomad Dealurie Munteniei,84,8.00,Dealu Mare,Domeniile Sahateni 2015 Nomad Dealurie Munteniei Chardonnay (Dealu Mare),Chardonnay,Domeniile Sahateni
2015-01-01,France,Pomerol,Cuvée Excellence,92,35.00,Bordeaux,Château Lafleur du Roy 2015 Cuvée Excellence (Pomerol),Bordeaux-style Red Blend,Château Lafleur du Roy
2015-01-01,France,Alsace,Le Dragon,93,41.00,Alsace,Josmeyer 2015 Le Dragon Riesling (Alsace),Riesling,Josmeyer
2015-01-01,France,Vin de France,Alain de la Treille,85,13.00,France Other,Bougrier 2015 Alain de la Treille Sauvignon Blanc (Vin de France),Sauvignon Blanc,Bougrier
2015-01-01,Austria,,Bisamberg-Kreuzenstein,90,15.00,Weinviertel,Schwarzböck 2015 Bisamberg-Kreuzenstein Grüner Veltliner (Weinviertel),Grüner Veltliner,Schwarzböck
2015-01-01,Greece,,Nykteri,90,17.00,Santorini,Santo Wines 2015 Nykteri White (Santorini),White Blend,Santo Wines
2015-01-01,France,Alsace,Turckheim,89,15.00,Alsace,François Baur 2015 Turckheim Riesling (Alsace),Riesling,François Baur
2015-01-01,US,Yakima Valley,Tudor Hills Vineyard,86,17.00,Washington,Martinez & Martinez 2015 Tudor Hills Vineyard Pinot Grigio (Yakima Valley),Pinot Grigio,Martinez & Martinez
2015-01-01,US,Lodi,Durant Ranch,86,14.00,California,Five Rows 2015 Durant Ranch Cabernet Sauvignon (Lodi),Cabernet Sauvignon,Five Rows
2015-01-01,Italy,Romagna,Morale,87,13.00,Central Italy,Morini 2015 Morale Sangiovese (Romagna),Sangiovese,Morini
2015-01-01,Chile,,Old Vine Hand Harvested,82,12.00,Central Valley,Cigar Box 2015 Old Vine Hand Harvested Cabernet Sauvignon (Central Valley),Cabernet Sauvignon,Cigar Box
2015-01-01,Portugal,,Convento da Vila,86,7.00,Alentejano,Adega Cooperativa de Borba 2015 Convento da Vila Red (Alentejano),Portuguese Red,Adega Cooperativa de Borba
2015-01-01,France,Corton,Château Corton Grancey,95,165.00,Burgundy,Louis Latour 2015 Château Corton Grancey (Corton),Pinot Noir,Louis Latour
2015-01-01,Germany,,Kaseler Nies'chen Trocken,92,50.00,Mosel,Reichsgraf von Kesselstatt 2015 Kaseler Nies'chen Trocken Riesling (Mosel),Riesling,Reichsgraf von Kesselstatt
2015-01-01,US,Willamette Valley,Reserve,89,39.00,Oregon,Samuel Robert 2015 Reserve Pinot Noir (Willamette Valley),Pinot Noir,Samuel Robert
2015-01-01,US,Paso Robles,,90,28.00,California,Kaleidos 2015 Rosé (Paso Robles),Rosé,Kaleidos
2015-01-01,US,Yakima Valley,,87,15.00,Washington,Airfield Estates 2015 Rosé (Yakima Valley),Rosé,Airfield Estates
2015-01-01,Argentina,Mendoza,Estate Bottled,84,14.00,Mendoza Province,Pascual Toso 2015 Estate Bottled Chardonnay (Mendoza),Chardonnay,Pascual Toso
2015-01-01,US,Yakima Valley,Spring Creek Vineyard,87,16.00,Washington,Pacific Rim 2015 Spring Creek Vineyard Grüner Veltliner (Yakima Valley),Grüner Veltliner,Pacific Rim
2015-01-01,Israel,,,92,17.00,Upper Galilee,Recanati 2015 Cabernet Sauvignon (Upper Galilee),Cabernet Sauvignon,Recanati
2015-01-01,US,California,,87,12.00,California,McManis 2015 Petit Verdot (California),Petit Verdot,McManis
2015-01-01,US,Sonoma County,,90,15.00,California,Cannonball 2015 Sauvignon Blanc (Sonoma County),Sauvignon Blanc,Cannonball
2015-01-01,Italy,Romagna,Campo di Mezzo,89,15.00,Central Italy,Tre Monti 2015 Campo di Mezzo Sangiovese (Romagna),Sangiovese,Tre Monti
2015-01-01,Australia,Australia,Two Lands,87,15.00,Australia Other,Jacob's Creek 2015 Two Lands Pinot Grigio (Australia),Pinot Grigio,Jacob's Creek
2015-01-01,Italy,Moscato d'Asti,,87,19.00,Piedmont,CarlindePaolo 2015 Moscato d'Asti,Moscato,CarlindePaolo
2015-01-01,Italy,Sicilia,Timpune,89,15.00,Sicily & Sardinia,Caruso & Minini 2015 Timpune Grillo (Sicilia),Grillo,Caruso & Minini
2015-01-01,Austria,,Hochäcker Reserve,93,42.00,Kremstal,Proidl 2015 Hochäcker Reserve Riesling (Kremstal),Riesling,Proidl
2015-01-01,US,Willamette Valley,The Attaché,86,40.00,Oregon,Maison L'Envoyé 2015 The Attaché Pinot Noir (Willamette Valley),Pinot Noir,Maison L'Envoyé
2015-01-01,France,Pouilly-Fumé,Grande Cuvée des Edvins,90,30.00,Loire Valley,Joseph Mellot 2015 Grande Cuvée des Edvins (Pouilly-Fumé),Sauvignon Blanc,Joseph Mellot
2015-01-01,France,Sancerre,Les Belles Côtes,89,46.00,Loire Valley,Roger et Didier Raimbault 2015 Les Belles Côtes (Sancerre),Sauvignon Blanc,Roger et Didier Raimbault
2015-01-01,Uruguay,,Domaine Castelar Vineyard,89,40.00,Canelones,Familia Deicas 2015 Domaine Castelar Vineyard Tannat (Canelones),Tannat,Familia Deicas
2015-01-01,US,Sta. Rita Hills,,89,29.00,California,Kings Carey 2015 Grenache (Sta. Rita Hills),Grenache,Kings Carey
2015-01-01,US,Lodi,Old Soul,86,14.00,California,Oak Ridge 2015 Old Soul Chardonnay (Lodi),Chardonnay,Oak Ridge
2015-01-01,US,Sonoma Coast,Freestone Vineyards Estate Grown,95,55.00,California,Joseph Phelps 2015 Freestone Vineyards Estate Grown Chardonnay (Sonoma Coast),Chardonnay,Joseph Phelps
2015-01-01,US,California,Valley Oaks,84,10.00,California,Fetzer 2015 Valley Oaks Cabernet Sauvignon (California),Cabernet Sauvignon,Fetzer
2015-01-01,Italy,Alto Adige,Praepositus,95,25.00,Northeastern Italy,Abbazia di Novacella 2015 Praepositus Kerner (Alto Adige),Kerner,Abbazia di Novacella
2015-01-01,Portugal,,Encontro Q do E Blanco,88,8.00,Bairrada,Global Wines 2015 Encontro Q do E Blanco Bical (Bairrada),Bical,Global Wines
2015-01-01,US,Knights Valley,Pont de Chevalier,91,40.00,California,Knights Bridge 2015 Pont de Chevalier Sauvignon Blanc (Knights Valley),Sauvignon Blanc,Knights Bridge
2015-01-01,France,Bordeaux Rosé,,83,11.00,Bordeaux,Château de Cornemps 2015 Rosé (Bordeaux Rosé),Rosé,Château de Cornemps
2015-01-01,US,North Fork of Long Island,Katherine's Field,89,24.00,New York,Macari 2015 Katherine's Field Sauvignon Blanc (North Fork of Long Island),Sauvignon Blanc,Macari
2015-01-01,US,Yakima Valley,French Creek Vineyard,90,34.00,Washington,Devium 2015 French Creek Vineyard Red (Yakima Valley),Rhône-style Red Blend,Devium
2015-01-01,France,Côtes de Provence,,86,12.00,Provence,Sables d'Azur 2015 Rosé (Côtes de Provence),Rosé,Sables d'Azur
2015-01-01,US,Paso Robles,,88,25.00,California,Transmission 2015 Zinfandel (Paso Robles),Zinfandel,Transmission
2015-01-01,US,Sta. Rita Hills,,92,68.00,California,Barden 2015 Pinot Noir (Sta. Rita Hills),Pinot Noir,Barden
2015-01-01,Italy,Rosso di Montalcino,,89,,Tuscany,Donatella Cinelli Colombini 2015 Rosso di Montalcino,Sangiovese,Donatella Cinelli Colombini
2015-01-01,Italy,Greco di Tufo,G,89,27.00,Southern Italy,Di Meo 2015 G (Greco di Tufo),Greco,Di Meo
2015-01-01,Portugal,,Xadrez,85,7.00,Vinho Verde,Global Wines 2015 Xadrez White (Vinho Verde),Portuguese White,Global Wines
2015-01-01,US,California,,84,12.00,California,Rhiannon 2015 Red (California),Red Blend,Rhiannon
2015-01-01,France,Sancerre,Domaine des Côtes Blanches,87,26.00,Loire Valley,François Millet 2015 Domaine des Côtes Blanches (Sancerre),Sauvignon Blanc,François Millet
2015-01-01,France,Sancerre,Les Romains,90,30.00,Loire Valley,Gitton Père et Fils 2015 Les Romains (Sancerre),Sauvignon Blanc,Gitton Père et Fils
2015-01-01,Spain,Rías Baixas,Peitán,87,16.00,Galicia,Nora 2015 Peitán Albariño (Rías Baixas),Albariño,Nora
2015-01-01,Italy,Sicilia,,87,17.00,Sicily & Sardinia,Feudo Principi di Butera 2015 Syrah (Sicilia),Syrah,Feudo Principi di Butera
2015-01-01,Italy,Sicilia,Terre delle Fate,89,,Sicily & Sardinia,Feudo Disisa 2015 Terre delle Fate Fiano (Sicilia),Fiano,Feudo Disisa
2015-01-01,US,Russian River Valley,Cuvée Ma Belle Heintz Ranch,88,40.00,California,Sandler 2015 Cuvée Ma Belle Heintz Ranch Chardonnay (Russian River Valley),Chardonnay,Sandler
2015-01-01,US,California,,89,15.00,California,Emerald Hare 2015 Chardonnay (California),Chardonnay,Emerald Hare
2015-01-01,Germany,,Bernkasteler Badstube Beerenauslese,93,110.00,Mosel,Dr. Pauly Bergweiler 2015 Bernkasteler Badstube Beerenauslese Riesling (Mosel),Riesling,Dr. Pauly Bergweiler
2015-01-01,Germany,,Wehlener Sonnenuhr Kabinett,90,23.00,Mosel,Studert-Prüm 2015 Wehlener Sonnenuhr Kabinett Riesling (Mosel),Riesling,Studert-Prüm
2015-01-01,Argentina,Agrelo,Atrevida,86,18.00,Mendoza Province,Manos Negras 2015 Atrevida Chardonnay (Agrelo),Chardonnay,Manos Negras
2015-01-01,US,Napa Valley,,94,28.00,California,Eighty Four 2015 Albariño (Napa Valley),Albariño,Eighty Four
2015-01-01,Chile,,Single Vineyard Garuma,90,18.00,Leyda Valley,Leyda 2015 Single Vineyard Garuma Sauvignon Blanc (Leyda Valley),Sauvignon Blanc,Leyda
2015-01-01,France,Beaujolais-Villages,Cuvée de l'Ermitage,86,16.00,Beaujolais,Pardon et Fils 2015 Cuvée de l'Ermitage (Beaujolais-Villages),Gamay,Pardon et Fils
2015-01-01,US,Livermore Valley,The Whip,90,24.00,California,Murrieta's Well 2015 The Whip White (Livermore Valley),White Blend,Murrieta's Well
2015-01-01,Spain,Navarra,Edición Rosa,87,18.00,Northern Spain,Príncipe de Viana 2015 Edición Rosa Grenache (Navarra),Grenache,Príncipe de Viana
2015-01-01,Argentina,Mendoza,Gran Medalla,87,25.00,Mendoza Province,Trapiche 2015 Gran Medalla Chardonnay (Mendoza),Chardonnay,Trapiche
2015-01-01,Italy,Sicilia,Shamaris,90,20.00,Sicily & Sardinia,Cusumano 2015 Shamaris Grillo (Sicilia),Grillo,Cusumano
2015-01-01,France,Languedoc,Château Belles Eaux Les Coteaux,87,15.00,Languedoc-Roussillon,Mas Belles Eaux 2015 Château Belles Eaux Les Coteaux Rosé (Languedoc),Rosé,Mas Belles Eaux
2015-01-01,Italy,Toscana,Barricato Bianco,90,22.00,Tuscany,Fattoria La Vialla 2015 Barricato Bianco White (Toscana),White Blend,Fattoria La Vialla
2015-01-01,US,Paso Robles,Stone Fox,90,20.00,California,Chronic Cellars 2015 Stone Fox White (Paso Robles),Rhône-style White Blend,Chronic Cellars
2015-01-01,Italy,Toscana,Locorosso,88,15.00,Tuscany,Pratesi 2015 Locorosso Sangiovese (Toscana),Sangiovese,Pratesi
2015-01-01,US,Willamette Valley,Fairsing Vineyard,90,46.00,Oregon,Fairsing 2015 Fairsing Vineyard Pinot Noir,Pinot Noir,Fairsing
2015-01-01,US,Carneros,Hi Vista Vineyard,91,19.00,California,Tin Barn 2015 Hi Vista Vineyard Sauvignon Blanc (Carneros),Sauvignon Blanc,Tin Barn
2015-01-01,US,Lake County,,88,22.00,California,Chacewater 2015 Chardonnay (Lake County),Chardonnay,Chacewater
2015-01-01,France,Châteauneuf-du-Pape,Cuvée Réservée,85,63.00,Rhône Valley,Domaine du Pegau 2015 Cuvée Réservée White (Châteauneuf-du-Pape),Rhône-style White Blend,Domaine du Pegau
2015-01-01,US,Santa Lucia Highlands,Estate,87,32.00,California,Boekenoogen 2015 Estate Chardonnay (Santa Lucia Highlands),Chardonnay,Boekenoogen
2015-01-01,US,Wahluke Slope,GPS Jones Vineyard,87,30.00,Washington,Seven Falls 2015 GPS Jones Vineyard Viognier (Wahluke Slope),Viognier,Seven Falls
2015-01-01,US,Columbia Valley (WA),,89,30.00,Washington,Mark Ryan 2015 Viognier (Columbia Valley (WA)),Viognier,Mark Ryan
2015-01-01,Spain,Rioja,La Vendimia,87,17.00,Northern Spain,Palacios Remondo 2015 La Vendimia (Rioja),Garnacha-Tempranillo,Palacios Remondo
2015-01-01,US,Santa Barbara County,Mormann Vineyard,90,32.00,California,Lea 2015 Mormann Vineyard Chardonnay (Santa Barbara County),Chardonnay,Lea
2015-01-01,France,Alsace,Cuvée Particulière,89,17.00,Alsace,Jean-Marc Bernhard 2015 Cuvée Particulière Pinot Gris (Alsace),Pinot Gris,Jean-Marc Bernhard
2015-01-01,US,Templeton Gap District,Mad Crush,90,48.00,California,ONX 2015 Mad Crush Red (Templeton Gap District),Red Blend,ONX
2015-01-01,France,Vin de France,,86,13.00,France Other,Cuvée Lion d'Or 2015 Red (Vin de France),Rhône-style Red Blend,Cuvée Lion d'Or
2015-01-01,US,Yakima Valley,Solstice Vineyard,89,24.00,Washington,Pacific Rim 2015 Solstice Vineyard Riesling (Yakima Valley),Riesling,Pacific Rim
2015-01-01,US,Sonoma Mountain,Estate Grown,91,26.00,California,Belden Barns 2015 Estate Grown Sauvignon Blanc (Sonoma Mountain),Sauvignon Blanc,Belden Barns
2015-01-01,France,Vouvray,Le Peu Morier,93,40.00,Loire Valley,Domaine Vincent CarÃªme 2015 Le Peu Morier (Vouvray),Chenin Blanc,Domaine Vincent CarÃªme
2015-01-01,US,El Dorado,Estate,91,22.00,California,Cedarville Vineyard 2015 Estate Viognier (El Dorado),Viognier,Cedarville Vineyard
2015-01-01,Italy,Sicilia,,86,10.00,Sicily & Sardinia,Stemmari 2015 Cabernet Sauvignon (Sicilia),Cabernet Sauvignon,Stemmari
2015-01-01,Italy,Collio,,87,20.00,Northeastern Italy,La Rajade 2015 Sauvignon (Collio),Sauvignon,La Rajade
2015-01-01,Portugal,,Quinta Senhora da Ribeira Vintage,93,70.00,Port,Dow's 2015 Quinta Senhora da Ribeira Vintage (Port),Port,Dow's
2015-01-01,Austria,,Loibenberg Smaragd,95,65.00,Wachau,Alzinger 2015 Loibenberg Smaragd Riesling (Wachau),Riesling,Alzinger
2015-01-01,US,Finger Lakes,Humphreys Vineyard,90,22.00,New York,Keuka Spring 2015 Humphreys Vineyard Riesling (Finger Lakes),Riesling,Keuka Spring
2015-01-01,US,Santa Barbara County,,85,25.00,California,Lyric by Etude 2015 Chardonnay (Santa Barbara County),Chardonnay,Lyric by Etude
2015-01-01,US,Willamette Valley,Trouble,85,30.00,Oregon,A Blooming Hill Vineyard 2015 Trouble Pinot Noir (Willamette Valley),Pinot Noir,A Blooming Hill Vineyard
2015-01-01,US,Sonoma County,,91,25.00,California,American Thread 2015 Sauvignon Blanc (Sonoma County),Sauvignon Blanc,American Thread
2015-01-01,US,California,,86,8.00,California,Woodbridge by Robert Mondavi 2015 Cabernet Sauvignon (California),Cabernet Sauvignon,Woodbridge by Robert Mondavi
2015-01-01,France,Vin de France,Alain de la Treille,86,13.00,France Other,Bougrier 2015 Alain de la Treille Pinot Noir (Vin de France),Pinot Noir,Bougrier
2015-01-01,France,Montravel,Comtesse de Ségur,89,20.00,Southwest France,Château Laulerie 2015 Comtesse de Ségur (Montravel),Sauvignon Blanc,Château Laulerie
2015-01-01,US,Rogue Valley,Estate,87,27.00,Oregon,Folin Cellars 2015 Estate Viognier (Rogue Valley),Viognier,Folin Cellars
2015-01-01,France,Haut-Médoc,,92,28.00,Bordeaux,Château Larrivaux 2015 Haut-Médoc,Bordeaux-style Red Blend,Château Larrivaux
2015-01-01,France,Coteaux d'Aix-en-Provence,Domaine Bel Eouve,89,14.00,Provence,Ravoire et Fils 2015 Domaine Bel Eouve Rosé (Coteaux d'Aix-en-Provence),Rosé,Ravoire et Fils
2015-01-01,France,Pouilly-Fumé,Genetin,91,50.00,Loire Valley,Domaine Tinel-Blondelet 2015 Genetin (Pouilly-Fumé),Sauvignon Blanc,Domaine Tinel-Blondelet
2015-01-01,US,Russian River Valley,Wohler Vineyard,94,48.00,California,Sojourn 2015 Wohler Vineyard Pinot Noir (Russian River Valley),Pinot Noir,Sojourn
2015-01-01,US,Columbia Gorge (WA),Underwood Mountain Vineyards,92,35.00,Washington,Savage Grace 2015 Underwood Mountain Vineyards Syrah (Columbia Gorge (WA)),Syrah,Savage Grace
2015-01-01,US,Ballard Canyon,,90,28.00,California,Larner 2015 Malvasia Bianca (Ballard Canyon),Malvasia Bianca,Larner
2015-01-01,Italy,Soave,Singan,84,20.00,Veneto,Adalia 2015 Singan (Soave),White Blend,Adalia
2015-01-01,Argentina,Mendoza,Toko Vineyard,87,25.00,Mendoza Province,ZaHa 2015 Toko Vineyard Cabernet Franc (Mendoza),Cabernet Franc,ZaHa
2015-01-01,France,Blaye Côtes de Bordeaux,Cuvée Prestige,87,10.00,Bordeaux,Château les Bertrands 2015 Cuvée Prestige (Blaye Côtes de Bordeaux),Sauvignon Blanc,Château les Bertrands
2015-01-01,France,Muscadet Sèvre et Maine,Domaine de la Grenaudière La Grenouille Sur Lie,87,12.00,Loire Valley,Ollivier Frères 2015 Domaine de la Grenaudière La Grenouille Sur Lie (Muscadet Sèvre et Maine),Melon,Ollivier Frères
2015-01-01,US,Walla Walla Valley (WA),Estate,85,14.00,Washington,Three Rivers 2015 Estate Rosé (Walla Walla Valley (WA)),Rosé,Three Rivers
2015-01-01,France,Bordeaux Blanc,Grand Vin Blanc Sec,89,35.00,Bordeaux,Château Fourcas Dupré 2015 Grand Vin Blanc Sec (Bordeaux Blanc),Bordeaux-style White Blend,Château Fourcas Dupré
2015-01-01,Chile,,Serie Riberas Gran Reserva,89,17.00,Colchagua Valley,Concha y Toro 2015 Serie Riberas Gran Reserva Sauvignon Blanc (Colchagua Valley),Sauvignon Blanc,Concha y Toro
2015-01-01,Germany,,Abtsberg Auslese 24 Grosse Lage,95,95.00,Mosel,Maximin Grünhäuser 2015 Abtsberg Auslese 24 Grosse Lage Riesling (Mosel),Riesling,Maximin Grünhäuser
2015-01-01,France,Saint-Amour,Coeur de Gamay,89,22.00,Beaujolais,Patrick Tranchand 2015 Coeur de Gamay (Saint-Amour),Gamay,Patrick Tranchand
